id_ticket,priorita,componente,tipo,lunghezza_descrizione,commenti_24h,carico_assegnatario,esperienza_assegnatario_mesi,allegati,ore_risoluzione
T-00856,Media,Mobile,Bug,1412,0,10,32,1,80.7
T-00857,Alta,Database,Richiesta,1673,2,7,65,1,43.4
T-00858,Alta,Database,Bug,1457,3,2,6,0,45.1
T-00859,Media,Documentazione,Richiesta,961,0,5,8,0,44.9
T-00860,Media,Backend,Bug,282,0,10,44,0,33.3
T-00861,Alta,Infrastruttura,Bug,804,2,7,47,0,49.1
T-00862,Alta,Backend,Bug,285,2,11,44,1,33.0
T-00863,Alta,Database,Richiesta,246,0,9,44,1,88.1
T-00864,Media,Infrastruttura,Bug,693,0,6,7,1,111.8
T-00865,Bassa,API,Domanda,821,0,8,96,0,22.8
T-00866,Alta,API,Bug,1032,1,8,60,1,13.0
T-00867,Alta,Frontend,Richiesta,809,7,6,7,1,29.9
T-00868,Alta,Frontend,Bug,825,1,6,24,1,28.8
T-00869,Bassa,Frontend,Richiesta,332,1,7,23,1,91.0
T-00870,Bassa,Database,Bug,563,1,8,27,0,26.9
T-00871,Alta,Database,Bug,243,3,4,21,0,29.9
T-00872,Bassa,Frontend,Bug,180,2,4,11,0,26.0
T-00873,Critica,Frontend,Bug,936,8,7,33,0,11.9
T-00874,Media,Frontend,Bug,382,3,6,68,0,50.5
T-00875,Alta,Frontend,Domanda,1013,1,7,20,1,9.9
T-00876,Alta,Backend,Bug,1167,1,9,37,0,38.5
T-00877,Media,Infrastruttura,Bug,414,1,7,28,0,59.7
T-00878,Media,API,Domanda,855,1,1,44,0,15.7
T-00879,Media,Backend,Bug,404,1,9,26,1,50.3
T-00880,Media,API,Bug,198,1,4,18,1,24.3
T-00881,Media,Infrastruttura,Richiesta,646,3,8,21,0,62.9
T-00882,Media,Backend,Domanda,452,0,10,66,1,38.4
T-00883,Critica,Backend,Richiesta,461,8,10,31,1,20.4
T-00884,Media,Backend,Bug,1963,1,9,30,1,430.8
T-00885,Bassa,Backend,Domanda,240,2,8,64,1,25.9
T-00886,Media,Mobile,Bug,755,1,7,73,0,64.9
T-00887,Media,Documentazione,Domanda,330,1,7,3,1,6.0
T-00888,Bassa,Backend,Richiesta,1035,3,5,9,0,110.8
T-00889,Bassa,Mobile,Domanda,718,3,7,52,1,36.9
T-00890,Media,Backend,Bug,753,1,8,32,0,84.3
T-00891,Media,API,Bug,340,1,5,73,0,89.2
T-00892,Critica,Mobile,Richiesta,379,3,6,6,1,25.8
T-00893,Bassa,Frontend,Bug,1047,1,4,35,1,48.1
T-00894,Bassa,Backend,Bug,1736,8,7,45,1,37.0
T-00895,Alta,API,Domanda,800,6,7,23,1,5.7
T-00896,Alta,Documentazione,Richiesta,350,7,4,50,1,7.1
T-00897,Bassa,Frontend,Bug,735,1,6,53,0,15.0
T-00898,Bassa,Backend,Bug,2575,1,7,28,1,84.1
T-00899,Bassa,Backend,Bug,638,0,10,27,0,124.5
T-00900,Media,API,Bug,1442,2,3,56,0,36.3
T-00901,Media,API,Bug,385,1,4,35,0,165.1
T-00902,Bassa,Mobile,Richiesta,585,0,6,43,0,53.9
T-00903,Bassa,Mobile,Richiesta,870,0,10,35,1,276.1
T-00904,Media,Infrastruttura,Bug,762,4,7,33,1,78.0
T-00905,Critica,Infrastruttura,Bug,379,4,9,27,0,17.7
T-00906,Media,Backend,Richiesta,369,2,3,45,1,16.9
T-00907,Media,API,Richiesta,1086,2,8,15,0,59.5
T-00908,Bassa,Frontend,Domanda,1226,0,6,7,1,43.0
T-00909,Bassa,Frontend,Bug,1487,0,7,30,0,79.5
T-00910,Bassa,Documentazione,Richiesta,1771,2,7,74,0,60.2
T-00911,Alta,API,Bug,650,1,5,35,1,32.2
T-00912,Alta,Documentazione,Bug,498,1,7,25,0,13.0
T-00913,Alta,Frontend,Domanda,1350,4,5,23,0,10.8
T-00914,Critica,Database,Bug,920,2,10,21,0,17.2
T-00915,Critica,Database,Bug,333,7,6,1,0,7.4
T-00916,Critica,Backend,Bug,323,2,9,67,0,13.6
T-00917,Bassa,Backend,Bug,806,2,5,20,0,92.3
T-00918,Bassa,Database,Bug,539,3,6,30,0,103.3
T-00919,Media,Backend,Richiesta,591,1,7,24,1,76.6
T-00920,Media,Documentazione,Bug,1142,1,7,17,0,22.8
T-00921,Bassa,Backend,Bug,946,1,11,69,0,91.6
T-00922,Alta,Backend,Domanda,1333,3,7,12,1,15.2
T-00923,Media,Mobile,Bug,188,2,8,46,1,43.9
T-00924,Media,Backend,Domanda,699,2,8,8,1,68.5
T-00925,Bassa,Documentazione,Bug,910,1,3,27,1,23.9
T-00926,Bassa,Mobile,Richiesta,240,2,6,63,1,345.8
T-00927,Bassa,Backend,Bug,405,1,9,21,1,46.4
T-00928,Alta,API,Richiesta,362,4,7,43,0,29.5
T-00929,Media,API,Bug,608,0,4,20,0,22.6
T-00930,Alta,Mobile,Domanda,1593,5,4,23,0,11.2
T-00931,Bassa,Infrastruttura,Bug,2019,1,8,51,0,1941.7
T-00932,Media,Mobile,Richiesta,368,1,2,44,0,46.6
T-00933,Media,API,Bug,823,3,5,74,0,45.7
T-00934,Alta,Frontend,Bug,839,0,8,21,0,22.0
T-00935,Alta,API,Bug,757,3,4,39,1,8.1
T-00936,Bassa,Documentazione,Bug,762,0,3,32,0,43.2
T-00937,Critica,API,Bug,720,6,12,39,1,14.5
T-00938,Bassa,API,Richiesta,1652,1,8,59,1,108.8
T-00939,Alta,Frontend,Bug,1163,4,8,18,1,21.1
T-00940,Bassa,Mobile,Bug,318,1,6,37,0,74.1
T-00941,Bassa,Documentazione,Bug,967,1,8,69,1,27.6
T-00942,Alta,Backend,Bug,1025,4,2,32,1,24.0
T-00943,Bassa,Backend,Bug,725,1,5,50,0,106.3
T-00944,Media,Database,Richiesta,1183,3,8,5,0,276.5
T-00945,Media,Database,Bug,672,1,6,33,0,108.7
T-00946,Bassa,API,Domanda,677,1,4,22,1,29.4
T-00947,Alta,Backend,Bug,645,0,11,44,1,38.6
T-00948,Alta,Frontend,Bug,179,7,7,38,0,8.8
T-00949,Alta,API,Domanda,572,3,8,15,1,60.7
T-00950,Media,API,Bug,402,2,3,9,0,45.5
T-00951,Media,API,Bug,294,0,8,98,1,27.8
T-00952,Bassa,Mobile,Domanda,1418,1,8,40,1,51.1
T-00953,Bassa,API,Domanda,812,5,6,39,0,13.6
T-00954,Bassa,Mobile,Richiesta,589,1,5,17,1,228.0
T-00955,Critica,API,Bug,428,1,6,24,1,11.6
T-00956,Alta,Database,Richiesta,717,2,4,69,0,61.8
T-00957,Alta,API,Domanda,1088,1,7,32,1,8.8
T-00958,Media,Backend,Domanda,365,3,8,71,0,8.5
T-00959,Media,Frontend,Bug,598,3,3,40,0,46.0
T-00960,Media,Database,Bug,1010,2,8,61,0,44.9
T-00961,Media,Infrastruttura,Bug,188,4,7,4,0,21.9
T-00962,Media,API,Bug,580,2,9,16,0,27.7
T-00963,Bassa,Backend,Richiesta,464,0,7,32,0,154.9
T-00964,Bassa,API,Bug,554,2,5,25,1,89.6
T-00965,Critica,Backend,Bug,444,6,8,44,0,6.9
T-00966,Media,Mobile,Bug,652,0,7,9,1,46.0
T-00967,Critica,Infrastruttura,Bug,1903,4,7,9,0,35.0
T-00968,Bassa,API,Bug,494,1,8,43,0,116.1
T-00969,Media,API,Bug,715,2,11,59,1,46.5
T-00970,Bassa,Frontend,Bug,1986,5,6,24,0,80.2
T-00971,Bassa,Frontend,Domanda,431,1,8,76,0,28.8
T-00972,Bassa,Infrastruttura,Bug,1782,5,6,87,1,242.9
T-00973,Bassa,Mobile,Bug,602,1,5,29,0,42.3
T-00974,Alta,Database,Bug,1748,3,5,23,0,27.8
T-00975,Media,Frontend,Bug,941,1,8,19,0,35.5
T-00976,Media,Backend,Bug,721,2,6,16,0,61.4
T-00977,Media,Backend,Bug,577,2,5,49,1,32.9
T-00978,Media,Backend,Bug,413,1,7,15,0,47.5
T-00979,Media,Frontend,Bug,628,1,7,12,0,41.6
T-00980,Bassa,Documentazione,Richiesta,1028,0,5,16,0,62.1
T-00981,Critica,Database,Bug,595,1,6,30,0,19.8
T-00982,Alta,Backend,Bug,496,3,5,31,0,30.2
T-00983,Alta,Backend,Richiesta,516,2,5,47,1,20.4
T-00984,Media,Frontend,Bug,1088,0,8,28,1,49.0
T-00985,Bassa,Infrastruttura,Bug,1251,0,12,8,0,110.5
T-00986,Critica,Frontend,Bug,402,7,12,22,1,12.4
T-00987,Media,Mobile,Bug,402,3,6,30,1,36.3
T-00988,Bassa,Infrastruttura,Bug,753,2,7,18,0,180.5
T-00989,Media,Backend,Domanda,1500,2,4,37,0,16.9
T-00990,Alta,API,Domanda,1193,3,5,2,0,8.3
T-00991,Media,Documentazione,Domanda,283,3,9,27,0,6.3
T-00992,Alta,Frontend,Bug,512,6,11,67,0,34.5
T-00993,Alta,Backend,Bug,343,2,4,58,0,7.7
T-00994,Bassa,Documentazione,Bug,511,2,6,33,1,25.2
T-00995,Critica,Infrastruttura,Bug,1571,3,7,31,0,24.4
T-00996,Media,Database,Bug,256,1,12,41,0,44.6
T-00997,Media,API,Bug,227,2,6,13,1,42.0
T-00998,Bassa,Backend,Bug,365,1,9,55,0,61.2
T-00999,Critica,Infrastruttura,Bug,713,4,6,74,0,16.7
T-01000,Bassa,Database,Bug,871,1,8,27,0,122.6
T-01001,Bassa,Backend,Richiesta,780,3,10,33,1,122.4
T-01002,Media,API,Bug,1215,1,5,47,0,22.9
T-01003,Bassa,Documentazione,Domanda,208,1,7,17,0,12.4
T-01004,Bassa,Infrastruttura,Bug,1224,2,9,76,1,55.2
T-01005,Media,Frontend,Bug,498,2,5,97,1,18.4
T-01006,Media,Backend,Bug,931,1,7,44,1,62.0
T-01007,Critica,Documentazione,Bug,271,3,5,80,1,7.2
T-01008,Media,Documentazione,Bug,602,0,6,11,1,74.0
T-01009,Alta,Database,Bug,691,4,10,37,0,28.1
T-01010,Media,API,Richiesta,1200,1,11,5,0,66.1
T-01011,Media,Database,Bug,232,1,8,22,0,64.7
T-01012,Media,Frontend,Bug,611,4,6,23,0,69.1
T-01013,Media,Backend,Domanda,313,3,5,18,0,24.3
T-01014,Critica,Backend,Bug,813,4,8,11,0,9.1
T-01015,Media,Backend,Richiesta,956,1,4,43,0,55.2
T-01016,Bassa,Infrastruttura,Bug,1299,1,8,16,0,210.9
T-01017,Media,Backend,Bug,435,0,5,43,0,54.3
T-01018,Alta,Backend,Bug,1047,3,11,29,1,44.9
T-01019,Bassa,Database,Bug,1358,2,4,38,0,78.3
T-01020,Media,Backend,Richiesta,224,1,5,20,1,67.7
T-01021,Alta,Backend,Bug,866,2,8,29,0,41.2
T-01022,Alta,API,Bug,1066,1,8,108,0,13.8
T-01023,Critica,Frontend,Bug,514,9,6,37,1,13.4
T-01024,Media,API,Domanda,290,4,12,76,1,20.8
T-01025,Media,Documentazione,Richiesta,1056,0,11,73,1,31.9
T-01026,Media,Backend,Domanda,292,3,6,10,1,21.8
T-01027,Critica,Documentazione,Richiesta,539,7,7,73,0,8.8
T-01028,Media,Documentazione,Richiesta,586,1,2,29,1,40.3
T-01029,Alta,Infrastruttura,Bug,922,5,9,23,1,83.5
T-01030,Media,API,Domanda,412,2,12,13,1,21.0
T-01031,Media,API,Bug,398,1,8,10,1,53.5
T-01032,Alta,API,Bug,637,5,14,43,1,8.6
T-01033,Media,API,Richiesta,1097,2,4,9,0,103.0
T-01034,Alta,Backend,Bug,2367,5,5,44,0,37.4
T-01035,Media,Documentazione,Bug,243,4,11,3,0,35.6
T-01036,Media,API,Bug,725,1,6,14,1,31.3
T-01037,Media,Mobile,Bug,313,4,3,26,0,42.7
T-01038,Media,Frontend,Richiesta,1106,0,12,31,1,150.5
T-01039,Media,Backend,Bug,342,1,8,15,0,30.9
T-01040,Bassa,Database,Richiesta,400,2,8,10,0,232.8
T-01041,Bassa,Database,Bug,421,0,6,23,0,116.6
T-01042,Media,Frontend,Richiesta,573,3,5,19,0,21.0
T-01043,Media,Frontend,Bug,728,0,7,21,0,54.5
T-01044,Media,Backend,Domanda,802,1,11,45,0,14.9
T-01045,Bassa,Database,Bug,598,2,11,65,0,46.8
T-01046,Media,Frontend,Bug,270,2,8,22,0,35.8
T-01047,Bassa,Documentazione,Bug,929,1,5,45,0,32.8
T-01048,Alta,Backend,Bug,581,5,8,19,0,40.1
T-01049,Alta,Frontend,Bug,1205,3,10,18,0,29.6
T-01050,Bassa,Frontend,Richiesta,392,3,3,23,1,95.5
T-01051,Media,Database,Domanda,229,0,8,59,1,25.9
T-01052,Bassa,Database,Richiesta,588,1,6,7,1,271.1
T-01053,Bassa,API,Bug,1306,0,7,6,0,64.4
T-01054,Bassa,Documentazione,Bug,661,2,7,85,0,30.1
T-01055,Bassa,Frontend,Richiesta,532,1,8,14,0,406.3
T-01056,Media,API,Richiesta,356,0,12,26,0,99.2
T-01057,Alta,Backend,Bug,1723,2,10,21,0,41.2
T-01058,Bassa,Frontend,Domanda,323,2,6,74,0,11.8
T-01059,Media,Database,Bug,388,2,10,59,0,44.8
T-01060,Alta,Backend,Richiesta,845,2,5,10,0,78.8
T-01061,Critica,API,Domanda,197,0,5,31,0,1.8
T-01062,Media,API,Richiesta,1289,1,3,38,0,80.3
T-01063,Bassa,Mobile,Bug,873,2,5,45,1,133.2
T-01064,Media,Database,Richiesta,1029,2,8,4,0,146.2
T-01065,Media,API,Bug,839,2,8,6,0,116.6
T-01066,Critica,Frontend,Richiesta,545,6,3,47,0,15.3
T-01067,Media,Backend,Bug,317,1,9,9,0,52.0
T-01068,Media,Backend,Richiesta,552,3,4,37,0,37.7
T-01069,Bassa,API,Domanda,334,5,9,11,0,26.2
T-01070,Media,Documentazione,Bug,803,3,7,7,0,30.3
T-01071,Alta,Backend,Bug,974,3,10,14,0,30.9
T-01072,Media,API,Richiesta,1455,1,5,28,1,54.8
T-01073,Media,Mobile,Bug,750,2,6,36,1,27.9
T-01074,Critica,Infrastruttura,Bug,1045,4,6,39,0,20.4
T-01075,Alta,Database,Bug,502,4,6,51,0,12.5
T-01076,Media,API,Bug,450,4,9,14,1,33.2
T-01077,Media,API,Richiesta,797,3,8,49,0,18.9
T-01078,Media,Infrastruttura,Richiesta,476,2,6,30,1,130.5
T-01079,Media,Backend,Bug,705,0,3,34,0,63.9
T-01080,Media,Documentazione,Bug,317,2,3,114,1,11.5
T-01081,Bassa,Backend,Bug,354,1,10,43,0,156.7
T-01082,Alta,Infrastruttura,Bug,878,7,7,24,0,53.8
T-01083,Critica,Backend,Richiesta,1021,2,9,21,1,36.1
T-01084,Alta,Backend,Bug,332,3,8,28,1,21.2
T-01085,Critica,Backend,Bug,897,7,2,8,0,8.0
T-01086,Alta,Frontend,Domanda,436,3,3,37,1,7.9
T-01087,Alta,Frontend,Bug,606,5,4,28,1,15.0
T-01088,Alta,Backend,Richiesta,1404,3,6,33,0,49.3
T-01089,Media,Database,Bug,974,2,6,30,0,79.9
T-01090,Media,Frontend,Bug,967,2,7,9,0,37.8
T-01091,Bassa,Mobile,Bug,1886,0,9,44,1,209.2
T-01092,Media,Infrastruttura,Richiesta,393,0,9,18,0,95.9
T-01093,Bassa,API,Richiesta,332,3,4,55,0,61.0
T-01094,Bassa,Backend,Bug,389,1,6,47,0,36.5
T-01095,Media,Frontend,Bug,515,2,5,82,0,21.4
T-01096,Media,Documentazione,Bug,146,2,7,28,0,37.6
T-01097,Bassa,Backend,Richiesta,530,1,10,51,0,73.7
T-01098,Alta,Frontend,Richiesta,433,0,8,88,0,31.5
T-01099,Alta,Documentazione,Richiesta,960,1,6,16,0,17.2
T-01100,Bassa,Documentazione,Domanda,741,3,5,59,0,4.0
T-01101,Bassa,Frontend,Bug,418,4,12,43,0,72.3
T-01102,Media,API,Richiesta,855,1,7,12,0,55.6
T-01103,Alta,Database,Richiesta,926,8,10,26,1,57.7
T-01104,Alta,Mobile,Bug,378,1,9,126,0,28.7
T-01105,Bassa,Backend,Domanda,446,0,4,57,0,24.1
T-01106,Alta,Backend,Bug,158,5,8,40,0,16.4
T-01107,Bassa,API,Richiesta,312,2,10,17,1,74.2
T-01108,Media,Backend,Richiesta,384,0,10,3,1,119.5
T-01109,Critica,API,Domanda,627,4,5,9,1,4.6
T-01110,Bassa,Frontend,Bug,340,1,4,29,0,18.4
T-01111,Bassa,Infrastruttura,Bug,441,3,6,29,0,121.4
T-01112,Media,Infrastruttura,Richiesta,288,0,11,68,0,148.2
T-01113,Media,Database,Richiesta,665,2,10,14,0,208.9
T-01114,Critica,Mobile,Bug,775,4,7,13,1,43.8
T-01115,Critica,Frontend,Richiesta,764,9,11,43,0,19.6
T-01116,Bassa,Database,Bug,604,1,6,22,1,136.4
T-01117,Bassa,Backend,Richiesta,238,3,6,21,1,133.7
T-01118,Alta,Infrastruttura,Domanda,414,4,3,63,1,6.0
T-01119,Bassa,Infrastruttura,Bug,470,0,5,12,0,48.8
T-01120,Alta,Documentazione,Bug,471,3,4,57,1,7.2
T-01121,Media,Infrastruttura,Domanda,628,0,7,40,0,46.9
T-01122,Bassa,Documentazione,Richiesta,1411,0,11,20,0,66.2
T-01123,Alta,Backend,Domanda,977,5,6,28,0,10.5
T-01124,Bassa,Documentazione,Bug,332,0,6,15,1,47.1
T-01125,Media,API,Domanda,901,3,7,25,1,20.0
T-01126,Media,Frontend,Bug,881,1,8,85,0,19.0
T-01127,Media,API,Bug,370,1,6,16,1,46.6
T-01128,Media,Frontend,Bug,998,2,9,6,0,39.0
T-01129,Media,Frontend,Richiesta,545,0,7,29,1,134.7
T-01130,Critica,Backend,Domanda,257,3,10,75,0,6.6
T-01131,Critica,Backend,Richiesta,788,2,7,34,0,17.8
T-01132,Media,Database,Richiesta,683,1,7,24,0,209.9
T-01133,Bassa,Infrastruttura,Bug,523,3,8,23,1,127.5
T-01134,Alta,API,Bug,587,3,7,58,1,9.7
T-01135,Critica,Database,Bug,390,6,8,37,0,13.1
T-01136,Media,Frontend,Bug,865,2,7,43,0,74.2
T-01137,Media,Database,Bug,585,2,10,32,0,44.6
T-01138,Media,Backend,Domanda,663,4,6,52,1,13.6
T-01139,Bassa,Infrastruttura,Richiesta,743,3,5,85,0,59.0
T-01140,Media,Backend,Richiesta,300,0,6,29,0,31.8
T-01141,Media,Mobile,Bug,351,1,7,37,0,27.4
T-01142,Alta,Mobile,Bug,159,1,5,83,0,8.3
T-01143,Alta,API,Bug,842,5,3,32,1,13.8
T-01144,Alta,Infrastruttura,Bug,290,4,10,58,0,59.1
T-01145,Media,Frontend,Bug,650,2,6,14,0,34.8
T-01146,Media,Infrastruttura,Bug,750,1,5,16,0,92.2
T-01147,Alta,Mobile,Bug,861,0,4,98,0,34.1
T-01148,Alta,Mobile,Richiesta,291,5,4,49,0,13.1
T-01149,Media,API,Bug,577,1,10,26,0,32.6
T-01150,Alta,Infrastruttura,Bug,1635,4,4,19,1,56.2
T-01151,Bassa,Documentazione,Bug,1678,3,6,23,0,30.0
T-01152,Alta,Frontend,Bug,1085,4,7,10,0,30.4
T-01153,Bassa,Infrastruttura,Bug,735,2,9,46,0,233.1
T-01154,Bassa,Mobile,Bug,328,1,10,43,0,38.5
T-01155,Media,Database,Richiesta,923,1,6,42,0,77.1
T-01156,Bassa,Documentazione,Bug,546,5,7,71,1,23.4
T-01157,Bassa,Frontend,Domanda,840,3,11,31,0,22.4
T-01158,Bassa,API,Bug,410,0,6,40,1,50.1
T-01159,Media,Backend,Bug,541,2,5,6,0,31.3
T-01160,Alta,Backend,Bug,662,2,5,49,0,20.0
T-01161,Bassa,Infrastruttura,Bug,696,2,6,44,0,101.0
T-01162,Media,Frontend,Bug,807,0,8,11,1,79.8
T-01163,Alta,Frontend,Domanda,424,3,11,26,0,8.4
T-01164,Bassa,Backend,Bug,268,1,6,64,1,551.4
T-01165,Bassa,Database,Richiesta,1590,1,5,39,0,127.4
T-01166,Alta,Infrastruttura,Bug,2672,3,6,18,0,28.0
T-01167,Alta,Infrastruttura,Bug,785,1,6,44,0,31.3
T-01168,Media,Backend,Bug,271,0,12,92,0,45.8
T-01169,Alta,API,Bug,377,2,7,8,0,31.9
T-01170,Bassa,Database,Bug,814,1,10,48,0,224.1
T-01171,Media,API,Domanda,1342,5,4,38,0,14.8
T-01172,Alta,Frontend,Richiesta,290,2,6,10,0,36.0
T-01173,Bassa,Frontend,Domanda,557,1,8,39,1,49.2
T-01174,Alta,Database,Bug,675,2,4,19,1,23.7
T-01175,Media,API,Richiesta,1008,3,7,24,0,57.2
T-01176,Alta,Database,Richiesta,488,3,1,44,0,107.3
T-01177,Media,Database,Richiesta,235,2,6,43,0,88.6
T-01178,Media,Infrastruttura,Domanda,871,2,11,42,0,38.8
T-01179,Bassa,Mobile,Richiesta,1178,0,8,126,0,157.9
T-01180,Bassa,Frontend,Domanda,571,1,7,27,0,13.3
T-01181,Alta,Infrastruttura,Richiesta,765,3,7,12,0,42.4
T-01182,Bassa,Infrastruttura,Bug,451,1,6,48,0,55.8
T-01183,Bassa,Backend,Richiesta,361,5,10,37,0,100.8
T-01184,Bassa,API,Bug,1111,0,9,20,0,81.5
T-01185,Bassa,Frontend,Domanda,757,3,7,19,0,24.8
T-01186,Alta,Mobile,Richiesta,805,4,8,74,0,28.3
T-01187,Media,Backend,Bug,1478,1,13,4,1,42.6
T-01188,Critica,API,Bug,319,3,6,37,0,14.1
T-01189,Bassa,Frontend,Bug,431,1,8,18,0,27.8
T-01190,Media,Database,Bug,660,2,6,41,1,41.8
T-01191,Media,Documentazione,Bug,428,2,4,16,0,9.3
T-01192,Media,Frontend,Richiesta,960,2,5,41,0,33.6
T-01193,Alta,Infrastruttura,Richiesta,536,3,6,62,1,48.9
T-01194,Critica,Documentazione,Richiesta,331,5,5,20,1,13.1
T-01195,Alta,Infrastruttura,Bug,624,2,8,23,1,21.0
T-01196,Bassa,Backend,Bug,665,1,5,40,1,54.6
T-01197,Bassa,Infrastruttura,Bug,1051,0,10,51,1,70.0
T-01198,Media,Backend,Domanda,760,0,11,111,0,12.9
T-01199,Bassa,Frontend,Bug,791,0,9,23,0,80.7
T-01200,Alta,Infrastruttura,Bug,727,2,7,23,0,53.6
T-01201,Media,API,Bug,536,1,10,13,0,18.9
T-01202,Media,Database,Richiesta,390,1,7,3,1,126.9
T-01203,Alta,Frontend,Bug,714,5,14,62,0,14.0
T-01204,Alta,Infrastruttura,Richiesta,491,1,10,28,1,39.9
T-01205,Bassa,Mobile,Richiesta,1654,2,13,12,0,212.9
T-01206,Bassa,Database,Richiesta,1342,1,3,56,0,178.7
T-01207,Media,Infrastruttura,Bug,877,1,5,48,1,62.6
T-01208,Media,Backend,Bug,753,0,8,23,0,31.7
T-01209,Bassa,Backend,Bug,569,0,10,38,0,80.1
T-01210,Media,API,Bug,282,4,4,14,0,18.6
T-01211,Alta,Documentazione,Richiesta,527,2,6,50,0,19.6
T-01212,Alta,Backend,Bug,638,5,8,19,0,35.4
T-01213,Media,Backend,Bug,689,3,6,67,1,56.0
T-01214,Media,Backend,Bug,795,0,4,44,1,43.3
T-01215,Bassa,Infrastruttura,Richiesta,1043,4,2,10,1,237.2
T-01216,Media,Backend,Bug,396,0,5,62,1,22.7
T-01217,Media,Database,Richiesta,398,1,8,59,1,186.6
T-01218,Media,Documentazione,Bug,1433,2,5,54,0,12.9
T-01219,Media,Backend,Domanda,953,1,6,56,1,7.3
T-01220,Bassa,API,Richiesta,475,1,10,31,1,226.0
T-01221,Bassa,Database,Bug,563,1,6,37,0,65.8
T-01222,Bassa,Infrastruttura,Bug,564,0,6,26,0,113.6
T-01223,Alta,Frontend,Bug,611,2,4,6,1,13.2
T-01224,Media,Frontend,Bug,797,2,2,44,1,86.5
T-01225,Bassa,Backend,Bug,2746,1,11,8,1,348.1
T-01226,Alta,Mobile,Domanda,672,2,9,13,0,25.2
T-01227,Media,Mobile,Richiesta,893,0,6,19,1,94.4
T-01228,Media,Backend,Bug,218,1,3,32,0,41.8
T-01229,Critica,Frontend,Richiesta,449,4,7,96,1,11.7
T-01230,Bassa,Infrastruttura,Bug,1254,0,11,18,0,289.2
T-01231,Bassa,Backend,Domanda,764,3,8,102,1,19.4
T-01232,Media,Frontend,Bug,43,1,6,58,1,36.0
T-01233,Bassa,API,Richiesta,899,0,6,40,0,88.4
T-01234,Media,Frontend,Richiesta,1897,2,9,17,1,75.2
T-01235,Bassa,Frontend,Bug,181,3,9,33,1,38.9
T-01236,Bassa,Database,Bug,1493,3,10,35,0,137.7
T-01237,Bassa,Backend,Bug,114,4,10,49,0,35.5
T-01238,Media,Database,Domanda,1053,2,6,18,1,35.6
T-01239,Bassa,Mobile,Bug,597,0,3,59,0,48.7
T-01240,Bassa,API,Richiesta,146,2,6,30,0,91.0
T-01241,Alta,Backend,Richiesta,784,5,9,44,0,65.0
T-01242,Media,Infrastruttura,Richiesta,1197,2,7,28,0,112.2
T-01243,Media,Backend,Bug,746,1,7,73,0,102.9
T-01244,Bassa,Mobile,Bug,852,2,7,13,1,158.0
T-01245,Media,Frontend,Richiesta,469,1,7,38,0,129.7
T-01246,Bassa,Mobile,Bug,196,2,9,10,0,426.8
T-01247,Media,Backend,Domanda,909,0,8,46,0,9.4
T-01248,Bassa,Backend,Bug,1714,2,10,12,1,440.2
T-01249,Alta,Database,Bug,1182,2,5,25,0,27.3
T-01250,Critica,Backend,Richiesta,182,5,6,23,1,8.8
T-01251,Bassa,Backend,Bug,242,1,10,118,1,19.1
T-01252,Bassa,Mobile,Bug,361,2,8,17,1,125.9
T-01253,Bassa,Infrastruttura,Bug,231,2,9,59,0,33.7
T-01254,Media,Backend,Bug,616,0,5,2,0,70.1
T-01255,Bassa,Infrastruttura,Richiesta,760,1,4,32,0,387.6
T-01256,Alta,Mobile,Bug,254,2,2,75,0,9.5
T-01257,Alta,Infrastruttura,Bug,956,6,4,6,0,35.1
T-01258,Alta,API,Bug,861,3,12,58,0,22.0
T-01259,Media,API,Domanda,432,0,4,28,0,20.0
T-01260,Critica,Database,Bug,541,2,6,4,0,11.3
T-01261,Bassa,API,Domanda,186,2,4,63,0,13.5
T-01262,Media,Documentazione,Domanda,492,2,9,48,0,13.0
T-01263,Media,Backend,Bug,603,2,9,15,1,51.0
T-01264,Critica,Frontend,Richiesta,664,4,6,50,0,6.6
T-01265,Media,Backend,Richiesta,753,1,9,7,0,143.5
T-01266,Alta,Documentazione,Bug,695,7,1,20,0,3.9
T-01267,Bassa,Frontend,Bug,512,1,9,32,1,72.9
T-01268,Critica,API,Richiesta,712,4,10,30,1,29.5
T-01269,Media,Infrastruttura,Richiesta,1095,0,6,43,0,112.9
T-01270,Media,Documentazione,Richiesta,567,1,8,116,0,73.7
T-01271,Critica,Backend,Domanda,726,3,7,36,1,7.9
T-01272,Media,Mobile,Bug,537,1,6,37,1,42.6
T-01273,Media,Infrastruttura,Richiesta,407,2,8,67,0,97.6
T-01274,Media,Backend,Domanda,821,2,6,30,0,18.2
T-01275,Bassa,Mobile,Bug,430,0,4,5,0,74.2
T-01276,Media,Frontend,Bug,756,0,9,34,1,54.7
T-01277,Bassa,API,Bug,610,1,6,4,0,58.9
T-01278,Bassa,Database,Domanda,500,2,8,63,1,40.2
T-01279,Alta,Frontend,Bug,493,2,8,31,1,17.5
T-01280,Media,Backend,Richiesta,442,2,8,41,1,26.5
T-01281,Media,Backend,Bug,224,0,4,13,1,60.2
T-01282,Media,Backend,Bug,755,1,10,14,0,43.4
T-01283,Media,API,Richiesta,689,4,5,47,1,52.3
T-01284,Media,Frontend,Bug,999,0,4,25,1,30.2
T-01285,Critica,Backend,Domanda,436,6,7,17,1,3.3
T-01286,Critica,API,Bug,1871,8,12,75,0,7.9
T-01287,Media,API,Domanda,478,0,5,34,0,22.2
