id_build,righe_modificate,file_modificati,moduli_toccati,numero_test,cache_hit,ora_giorno,giorno_settimana,runner,trigger,durata_minuti
10944,90,4,1,698,1,21,Gio,medium,pull_request,6.13
10945,213,7,3,1520,0,20,Mer,medium,push,11.28
10946,170,5,1,564,1,11,Mer,large,push,5.65
10947,115,4,1,867,1,1,Ven,medium,push,7.12
10948,37,1,2,921,1,12,Lun,small,pull_request,8.46
10949,178,7,2,1107,0,4,Lun,medium,push,9.13
10950,16,5,2,932,1,9,Ven,small,pull_request,8.73
10951,334,12,2,1080,0,10,Mer,medium,pull_request,12.56
10952,149,8,2,811,1,17,Gio,medium,pull_request,7.43
10953,200,7,2,1087,1,12,Ven,small,push,8.28
10954,7,1,2,1157,0,1,Gio,small,push,9.91
10955,35,2,2,963,1,15,Mer,small,push,11.0
10956,69,3,1,770,1,8,Gio,small,push,10.12
10957,252,8,2,1026,1,18,Gio,medium,push,7.95
10958,43,1,1,604,1,10,Ven,medium,push,8.36
10959,1979,52,9,3512,0,10,Lun,small,schedule,52.41
10960,90,3,1,700,1,12,Gio,small,schedule,7.01
10961,39,3,2,969,1,9,Ven,large,schedule,3.89
10962,98,3,1,604,1,4,Mar,small,push,6.63
10963,42,2,2,999,1,18,Gio,large,pull_request,4.63
10964,33,2,2,829,0,17,Mar,small,push,8.22
10965,365,10,2,1065,1,18,Lun,large,pull_request,4.92
10966,211,5,1,713,0,15,Lun,medium,pull_request,8.19
10967,212,6,2,1047,1,2,Mer,small,push,10.79
10968,489,14,3,1426,1,20,Lun,medium,push,9.96
10969,205,7,2,1009,1,16,Mer,medium,push,9.89
10970,37,2,1,613,0,12,Mar,small,push,7.27
10971,262,9,2,1120,1,16,Lun,medium,push,8.45
10972,35,3,1,559,1,14,Mar,medium,push,5.87
10973,71,2,2,813,1,15,Gio,medium,pull_request,8.0
10974,114,3,2,929,0,17,Mar,small,push,14.34
10975,102,6,1,765,1,19,Gio,medium,push,5.81
10976,17,4,2,969,1,17,Gio,small,schedule,10.25
10977,41,2,2,897,1,18,Gio,small,pull_request,10.46
10978,117,3,1,670,1,14,Gio,small,push,7.24
10979,61,6,1,559,1,11,Gio,medium,pull_request,5.82
10980,414,10,2,1126,1,15,Mer,small,push,13.06
10981,500,13,4,1545,1,14,Mer,small,pull_request,15.3
10982,35,2,2,897,1,8,Lun,medium,pull_request,7.51
10983,128,3,2,1109,1,15,Ven,large,push,6.4
10984,684,18,4,1782,1,12,Ven,medium,push,14.46
10985,104,3,1,554,0,12,Gio,large,pull_request,6.01
10986,77,5,1,858,1,16,Gio,small,pull_request,9.54
10987,309,9,3,1174,1,18,Mer,large,pull_request,7.42
10988,89,5,2,889,1,10,Lun,small,push,12.12
10989,486,16,4,1594,1,17,Mar,small,push,16.61
10990,62,2,2,1020,0,10,Mar,small,pull_request,15.78
10991,71,6,2,1022,1,15,Gio,medium,push,11.08
10992,286,9,3,1298,1,17,Mer,small,push,13.68
10993,134,4,2,904,0,18,Mar,medium,push,8.53
10994,135,5,1,717,0,11,Mar,medium,push,8.52
10995,15,1,2,993,0,17,Ven,small,push,10.49
10996,81,6,2,1182,1,18,Gio,medium,pull_request,7.3
10997,310,11,2,846,1,10,Gio,small,push,14.98
10998,51,3,2,1166,1,12,Mar,small,push,12.94
10999,259,8,2,1157,1,16,Mer,small,pull_request,12.94
11000,161,7,3,1363,1,2,Mer,small,pull_request,11.06
11001,96,6,2,1079,0,15,Lun,small,pull_request,19.17
11002,534,13,4,1834,1,12,Mar,small,pull_request,18.1
11003,83,3,2,1159,0,14,Mer,medium,push,7.24
11004,89,5,1,684,1,12,Gio,large,schedule,6.07
11005,95,4,1,510,1,10,Mer,large,pull_request,4.41
11006,131,5,2,1126,1,11,Lun,large,push,8.85
11007,279,14,3,1220,0,17,Mer,small,pull_request,16.62
11008,24,5,1,827,1,15,Mer,small,pull_request,9.03
11009,312,10,3,1503,1,13,Gio,medium,pull_request,10.32
11010,129,5,1,771,0,16,Ven,medium,pull_request,7.45
11011,221,8,2,968,1,10,Mar,small,schedule,12.74
11012,1667,46,8,2956,1,8,Mer,medium,push,17.11
11013,68,4,1,622,1,14,Mar,large,pull_request,3.65
11014,31,4,2,909,0,2,Gio,medium,push,9.06
11015,149,5,2,1212,1,9,Ven,large,schedule,5.97
11016,177,5,1,792,0,16,Mer,small,push,10.73
11017,313,10,2,896,1,18,Ven,medium,push,6.63
11018,66,3,1,481,1,11,Lun,small,pull_request,6.35
11019,48,2,2,1187,1,12,Ven,medium,push,8.7
11020,22,3,2,1024,0,16,Gio,small,pull_request,16.42
11021,27,4,1,761,1,17,Lun,medium,push,4.87
11022,76,3,1,702,0,10,Gio,small,pull_request,15.22
11023,106,6,2,924,1,17,Mer,medium,pull_request,7.61
11024,1163,29,5,2200,1,20,Ven,medium,pull_request,14.71
11025,19,1,2,919,1,8,Mar,medium,push,6.47
11026,174,7,3,1510,1,10,Mer,medium,pull_request,11.19
11027,54,3,2,1212,1,16,Mer,large,push,6.24
11028,153,8,2,857,1,7,Mar,large,schedule,5.78
11029,65,2,2,1128,0,11,Gio,large,pull_request,8.74
11030,375,10,2,1094,0,17,Gio,small,push,12.32
11031,372,9,3,1463,0,16,Mer,medium,push,19.23
11032,106,5,1,782,1,15,Ven,medium,push,7.39
11033,584,16,4,1875,0,15,Ven,large,schedule,12.01
11034,277,10,2,859,1,14,Gio,small,push,13.41
11035,555,14,3,1274,1,16,Lun,large,push,7.12
11036,114,4,1,662,1,17,Ven,medium,push,4.94
11037,342,10,3,1523,0,17,Mar,medium,pull_request,12.79
11038,52,2,2,1074,1,13,Mer,medium,pull_request,7.91
11039,46,4,2,1062,1,16,Ven,small,push,11.7
11040,1320,35,6,2359,1,16,Mar,small,push,20.52
11041,36,4,2,860,1,13,Lun,small,push,9.52
11042,74,3,1,612,1,11,Ven,medium,pull_request,5.72
11043,15,1,2,1003,1,12,Lun,medium,schedule,6.85
11044,47,2,1,525,1,14,Lun,medium,pull_request,4.43
11045,40,2,2,877,1,9,Mar,medium,pull_request,5.8
11046,57,4,2,1123,1,10,Gio,medium,push,9.27
11047,167,6,1,564,1,9,Mer,small,push,6.78
11048,218,8,3,1266,1,8,Mar,small,pull_request,11.18
11049,40,3,2,863,1,14,Ven,medium,pull_request,7.84
11050,50,2,1,631,1,16,Gio,medium,push,5.8
11051,395,10,3,1190,1,15,Gio,large,push,7.63
11052,783,21,5,2068,1,16,Mar,large,push,12.11
11053,478,14,4,1549,1,12,Ven,medium,pull_request,8.57
11054,20,1,1,518,1,17,Mar,small,schedule,5.85
11055,444,12,3,1577,1,16,Ven,medium,push,13.03
11056,922,24,4,1681,1,16,Mar,small,pull_request,21.05
11057,19,1,1,583,1,16,Gio,medium,pull_request,5.74
11058,395,12,2,883,1,10,Ven,large,push,6.43
11059,154,4,1,642,0,14,Mar,large,push,5.13
11060,84,2,2,914,1,16,Mar,large,push,6.71
11061,135,5,2,921,1,9,Lun,small,pull_request,11.03
11062,195,6,1,605,1,10,Mar,medium,push,8.26
11063,429,14,3,1225,1,14,Mer,medium,pull_request,9.38
11064,405,12,2,1012,1,12,Lun,small,pull_request,8.92
11065,23,3,2,971,1,18,Lun,medium,pull_request,6.82
11066,59,4,2,976,0,16,Mer,medium,pull_request,9.34
11067,133,4,1,779,0,7,Lun,large,push,5.93
11068,676,18,4,1548,0,13,Gio,medium,pull_request,18.26
11069,6,4,2,905,1,16,Mar,small,pull_request,12.02
11070,61,3,2,966,0,15,Lun,large,push,9.38
11071,22,3,2,962,0,14,Lun,medium,push,10.47
11072,27,5,2,831,1,8,Mar,medium,push,6.96
11073,355,12,3,1266,0,18,Lun,large,pull_request,9.04
11074,67,6,2,919,0,12,Mar,medium,push,10.21
11075,9,2,2,1192,1,9,Lun,medium,pull_request,6.4
11076,101,6,2,852,0,8,Mar,medium,schedule,9.04
11077,1127,28,5,2051,0,17,Mer,large,push,14.39
11078,16,3,1,544,1,15,Mer,medium,push,5.07
11079,216,8,3,1553,1,10,Ven,medium,push,16.75
11080,673,21,5,2075,1,14,Gio,large,push,11.36
11081,114,5,1,609,0,19,Lun,small,schedule,11.26
11082,1001,29,5,2231,1,14,Mer,medium,push,15.75
11083,58,3,1,727,1,12,Gio,large,push,3.48
11084,589,16,4,1592,1,11,Mer,small,push,16.43
11085,454,12,2,1093,1,10,Lun,medium,push,10.11
11086,116,5,1,753,1,18,Gio,large,pull_request,4.59
11087,23,3,1,681,1,10,Lun,medium,push,7.48
11088,40,3,1,474,0,8,Mar,small,pull_request,11.12
11089,9,1,2,1121,1,9,Gio,small,pull_request,10.2
11090,231,8,2,961,0,10,Ven,small,pull_request,15.66
11091,202,7,3,1225,0,12,Ven,medium,push,11.39
11092,131,6,2,992,1,18,Ven,medium,push,6.2
11093,105,6,2,1024,1,9,Mar,medium,push,9.32
11094,534,14,3,1232,1,9,Mer,medium,push,9.07
11095,167,7,3,1263,0,13,Lun,medium,pull_request,11.85
11096,65,4,2,1077,1,18,Mer,medium,pull_request,8.55
11097,141,6,2,1103,0,19,Gio,large,schedule,6.07
11098,1141,30,5,1933,0,19,Lun,large,pull_request,13.53
11099,238,11,3,1273,1,9,Mar,medium,push,9.1
11100,78,4,2,1133,0,16,Ven,small,push,19.52
11101,114,4,2,855,0,15,Lun,large,schedule,7.67
11102,200,6,2,1061,1,5,Mar,large,push,3.52
11103,76,3,2,993,0,15,Ven,large,push,6.95
11104,69,3,2,1120,1,16,Mar,medium,schedule,7.71
11105,119,3,2,841,1,15,Ven,medium,push,11.39
11106,638,22,4,1593,1,10,Mar,medium,pull_request,17.67
11107,286,10,3,1502,0,11,Mar,medium,push,11.38
11108,76,7,2,937,0,14,Lun,medium,pull_request,7.69
11109,312,11,2,967,1,9,Lun,medium,push,6.14
11110,121,6,1,746,1,10,Mar,large,pull_request,5.33
11111,175,8,3,1361,1,16,Gio,medium,push,10.1
11112,159,7,2,998,1,10,Mer,medium,push,8.93
11113,12,1,2,828,1,3,Mar,medium,pull_request,5.38
11114,4,2,2,1076,0,10,Lun,small,pull_request,17.24
11115,154,5,2,873,1,8,Gio,small,push,7.6
11116,47,1,1,631,1,11,Mar,medium,push,9.79
11117,20,1,1,617,1,16,Lun,medium,pull_request,8.29
11118,49,6,2,1098,0,17,Ven,small,schedule,19.17
11119,332,10,2,1101,1,8,Ven,medium,pull_request,8.82
11120,178,5,1,719,1,14,Mar,small,push,10.4
11121,280,8,2,1066,1,8,Mar,small,push,12.57
11122,198,6,2,935,1,10,Mer,medium,pull_request,7.82
11123,44,2,1,628,0,17,Mer,large,schedule,4.43
11124,282,9,3,1529,1,20,Ven,small,push,15.03
11125,229,9,2,1093,0,11,Mer,medium,push,14.72
11126,105,6,2,1115,1,16,Lun,medium,push,9.69
11127,128,8,2,1174,1,11,Mer,medium,pull_request,10.87
11128,287,9,3,1198,1,17,Lun,medium,pull_request,8.49
11129,53,2,1,473,1,14,Mer,medium,pull_request,4.54
11130,397,11,3,1194,1,14,Mer,large,pull_request,5.09
11131,223,8,2,1029,1,17,Ven,small,pull_request,11.42
11132,120,6,1,769,0,16,Mar,large,schedule,6.01
11133,647,19,5,2255,1,20,Gio,small,push,16.58
11134,29,4,1,735,1,11,Lun,large,push,4.58
11135,72,6,1,775,1,19,Ven,medium,pull_request,6.18
11136,57,6,2,1189,1,17,Mar,medium,pull_request,8.78
11137,178,7,3,1235,0,14,Mar,medium,push,11.03
11138,441,13,3,1440,0,14,Lun,medium,push,14.99
11139,41,3,1,740,1,18,Gio,small,pull_request,10.07
11140,4553,114,12,4400,0,15,Lun,medium,push,52.63
11141,58,2,1,655,1,11,Mer,medium,pull_request,7.93
11142,178,5,1,506,1,7,Mar,medium,pull_request,4.65
11143,120,4,2,1013,1,11,Gio,medium,schedule,7.64
11144,126,4,1,686,0,10,Ven,medium,pull_request,7.73
11145,50,3,1,612,1,9,Mar,large,push,3.27
11146,388,11,3,1382,1,15,Mer,medium,push,11.38
11147,47,6,2,1057,0,12,Mar,medium,push,12.5
11148,17,2,1,843,0,9,Mer,large,push,4.77
11149,35,2,1,618,0,11,Lun,small,pull_request,10.98
11150,588,21,5,2154,1,9,Lun,small,pull_request,19.94
11151,475,14,4,1695,1,15,Gio,large,pull_request,8.29
11152,13,4,2,1177,1,12,Mar,medium,pull_request,8.01
11153,294,10,3,1403,1,19,Lun,medium,pull_request,10.65
11154,14,2,1,778,1,15,Mar,small,pull_request,12.77
11155,116,5,1,585,0,16,Gio,medium,push,10.26
11156,32,3,1,755,1,11,Ven,medium,push,7.64
11157,320,12,3,1286,1,16,Ven,medium,push,11.22
11158,221,6,1,691,1,16,Gio,large,pull_request,4.99
11159,352,11,2,894,1,22,Ven,small,schedule,10.95
11160,87,4,2,1062,0,15,Gio,medium,schedule,11.68
11161,97,6,1,521,1,18,Mer,small,push,7.0
11162,23,3,2,1013,0,17,Mer,medium,schedule,7.88
11163,39,2,1,657,1,18,Ven,large,pull_request,4.22
11164,341,10,3,1503,1,14,Lun,small,push,14.74
11165,180,4,1,540,1,10,Mer,medium,pull_request,5.87
11166,135,4,1,566,1,15,Gio,medium,schedule,8.26
11167,481,13,4,1790,0,18,Lun,medium,push,15.67
11168,29,6,1,838,0,20,Gio,small,schedule,8.36
11169,265,10,2,1138,1,19,Ven,medium,pull_request,9.31
11170,33,2,1,686,0,13,Mer,large,push,4.35
11171,610,16,4,1638,1,17,Gio,small,push,15.2
11172,218,6,1,639,1,14,Lun,small,push,7.71
11173,347,12,3,1509,0,16,Ven,small,pull_request,25.41
11174,55,5,2,909,0,12,Lun,medium,push,8.71
11175,1323,33,7,2946,0,11,Lun,small,push,47.51
11176,1081,29,6,2342,1,13,Mer,large,schedule,8.8
11177,193,6,2,1012,1,11,Gio,medium,push,7.98
11178,437,13,3,1392,0,12,Gio,medium,push,12.65
11179,86,4,2,942,1,15,Mer,small,schedule,11.19
11180,30,1,2,880,0,10,Gio,medium,schedule,10.45
11181,288,7,2,934,0,15,Mer,large,pull_request,9.3
11182,44,1,1,475,0,8,Ven,medium,push,5.46
11183,507,15,4,1773,1,0,Lun,medium,push,10.63
11184,380,12,3,1274,1,10,Sab,medium,pull_request,9.48
11185,155,6,1,654,1,10,Ven,large,pull_request,3.58
11186,146,7,3,1281,1,17,Ven,medium,pull_request,10.47
11187,356,11,2,895,1,16,Mar,large,push,6.57
11188,162,7,3,1531,1,15,Ven,small,pull_request,17.57
11189,77,4,2,960,1,16,Lun,medium,pull_request,8.27
11190,23,7,2,1054,1,15,Lun,medium,pull_request,10.29
11191,345,11,2,957,1,17,Mar,medium,push,7.39
11192,180,6,1,609,1,14,Ven,small,push,9.26
11193,2487,65,12,4422,1,3,Ven,medium,push,22.36
11194,108,3,1,847,1,17,Mer,small,pull_request,8.8
11195,167,6,2,1039,1,13,Gio,medium,pull_request,7.64
11196,172,9,2,967,1,19,Mer,small,push,10.77
11197,246,9,2,1041,1,18,Lun,medium,pull_request,9.52
11198,41,2,2,1208,1,12,Gio,medium,pull_request,6.51
11199,110,4,2,1062,1,19,Lun,small,push,8.61
11200,298,11,3,1531,0,8,Gio,medium,pull_request,12.05
11201,83,2,2,1078,0,15,Mar,medium,push,8.9
11202,286,10,3,1464,1,16,Mar,medium,pull_request,17.41
11203,133,4,2,961,1,17,Gio,large,pull_request,5.85
11204,187,7,2,1033,0,13,Mer,large,pull_request,7.25
11205,426,14,3,1421,0,10,Ven,medium,push,17.8
11206,93,3,1,817,1,7,Gio,medium,push,7.38
11207,24,4,1,758,1,13,Mar,medium,push,5.28
11208,90,5,2,943,0,13,Gio,medium,push,8.53
11209,48,2,1,632,1,11,Lun,small,pull_request,9.92
11210,12,1,1,625,1,15,Gio,small,pull_request,8.61
11211,107,7,3,1574,0,14,Mar,large,push,7.51
11212,149,6,1,550,1,9,Mar,small,pull_request,6.79
11213,369,9,3,1417,0,7,Mer,medium,push,13.23
11214,34,2,1,566,0,18,Ven,small,push,10.36
11215,132,5,1,523,0,16,Mar,small,push,9.5
11216,415,11,3,1240,1,13,Dom,small,pull_request,12.6
11217,64,3,2,841,1,14,Mer,medium,push,6.69
11218,216,5,1,816,1,9,Mar,medium,push,5.1
11219,696,18,3,1505,1,11,Gio,large,push,9.93
11220,15,2,2,840,1,17,Gio,medium,push,6.56
11221,162,6,2,931,1,9,Mer,large,push,4.38
11222,431,12,2,986,1,9,Lun,medium,push,7.25
11223,82,2,1,542,0,14,Gio,small,pull_request,9.86
11224,552,16,4,1649,0,17,Gio,large,push,12.06
11225,241,8,3,1532,1,12,Gio,medium,push,10.55
11226,840,24,5,2024,1,15,Gio,medium,pull_request,23.03
11227,228,9,3,1363,1,18,Mar,small,push,15.58
11228,921,25,6,2558,1,18,Mer,medium,push,17.85
11229,167,4,2,823,1,13,Gio,medium,pull_request,6.15
11230,27,5,1,785,1,11,Lun,small,push,12.21
11231,60,6,2,996,1,14,Mer,medium,pull_request,6.48
11232,368,12,2,1086,1,19,Lun,large,pull_request,6.31
11233,360,9,3,1556,0,16,Ven,large,pull_request,7.86
11234,85,3,1,727,0,19,Lun,large,push,4.65
11235,873,22,4,1650,1,15,Gio,large,pull_request,8.5
11236,81,4,1,794,1,4,Mar,large,pull_request,4.02
11237,199,8,3,1242,1,13,Ven,medium,pull_request,7.1
11238,193,8,2,962,1,18,Gio,medium,push,7.39
11239,28,2,2,1072,1,6,Mer,small,pull_request,11.25
11240,106,6,2,989,1,15,Lun,large,pull_request,5.81
11241,1646,42,8,3263,1,12,Mer,medium,push,20.2
11242,44,4,1,576,0,12,Mar,small,push,9.43
11243,239,7,3,1443,0,14,Gio,medium,schedule,12.15
11244,34,2,2,900,1,12,Gio,large,pull_request,5.91
11245,43,3,1,703,0,18,Gio,medium,pull_request,6.28
11246,25,2,2,1208,1,11,Mar,small,pull_request,15.11
11247,338,10,3,1573,1,16,Lun,medium,push,13.4
11248,46,3,2,1141,0,9,Mer,medium,push,7.55
11249,484,16,4,1771,1,11,Mer,medium,pull_request,14.98
11250,67,2,2,999,1,9,Gio,small,pull_request,10.08
11251,138,5,2,940,1,10,Mer,medium,pull_request,8.36
11252,189,7,2,839,1,14,Mer,medium,push,9.03
11253,20,1,1,674,1,11,Mer,small,pull_request,11.65
11254,150,9,2,1118,0,7,Mer,medium,pull_request,8.72
11255,176,5,2,1160,0,17,Ven,medium,push,10.99
11256,421,15,3,1558,1,15,Lun,medium,pull_request,14.51
11257,42,2,2,896,1,19,Lun,large,push,4.94
11258,49,2,2,1185,0,17,Mar,large,push,5.78
11259,248,7,2,929,0,14,Mar,medium,pull_request,8.13
11260,567,15,3,1460,1,13,Mer,medium,push,11.11
11261,63,2,2,1100,0,19,Ven,small,pull_request,14.32
11262,31,2,1,744,0,12,Gio,medium,pull_request,6.77
11263,85,4,1,638,1,14,Dom,medium,push,6.65
11264,39,5,2,887,1,11,Lun,medium,pull_request,10.73
11265,186,7,2,1019,0,11,Lun,large,push,10.41
11266,37,5,1,489,0,17,Lun,small,push,10.83
11267,350,11,2,1089,1,10,Gio,medium,push,10.02
11268,152,6,2,922,0,9,Mer,medium,pull_request,7.45
11269,362,11,2,879,0,16,Mar,medium,push,11.33
11270,8,1,2,1033,1,17,Mar,small,push,10.08
11271,17,1,2,911,1,19,Ven,medium,pull_request,6.29
11272,497,15,3,1544,0,15,Lun,small,pull_request,21.96
11273,54,3,1,511,1,11,Mar,medium,schedule,5.22
11274,24,5,2,1154,1,14,Mer,large,push,6.06
11275,96,7,2,1146,0,10,Mar,medium,pull_request,15.53
11276,157,6,1,571,0,10,Gio,small,pull_request,17.02
11277,101,9,2,1059,1,18,Mer,large,push,5.49
11278,201,6,1,593,1,17,Gio,small,push,7.47
11279,173,6,2,921,0,11,Ven,small,push,15.93
11280,163,7,3,1289,1,12,Mar,large,pull_request,7.78
11281,529,15,4,1648,1,20,Ven,medium,pull_request,14.02
11282,118,5,1,678,0,12,Gio,medium,push,6.82
11283,114,9,3,1404,0,11,Ven,medium,push,17.61
11284,290,7,3,1486,1,10,Mer,medium,pull_request,12.72
11285,220,6,2,1053,1,12,Lun,large,pull_request,4.84
11286,44,3,2,1122,1,11,Gio,medium,pull_request,9.4
11287,108,4,2,1192,1,16,Ven,medium,push,12.97
11288,194,7,3,1523,0,11,Ven,small,schedule,24.17
11289,63,3,1,629,1,13,Lun,small,push,7.0
11290,66,5,1,701,1,11,Mer,small,push,11.39
11291,26,3,1,791,1,11,Ven,medium,schedule,8.22
11292,5,1,1,728,1,10,Mar,medium,push,6.75
11293,80,2,2,877,1,14,Mer,medium,pull_request,6.16
11294,138,4,1,831,1,12,Dom,small,push,7.37
11295,36,1,1,762,1,8,Mer,medium,pull_request,4.55
11296,546,14,3,1462,0,19,Lun,small,push,16.67
11297,38,4,2,1227,0,11,Lun,large,push,8.4
11298,327,8,2,883,1,16,Mer,large,push,7.7
11299,190,6,1,831,1,18,Mer,medium,schedule,7.12
11300,1315,37,7,2710,1,2,Ven,large,schedule,13.09
11301,217,7,2,1134,1,9,Gio,medium,pull_request,6.04
11302,24,2,2,845,0,10,Lun,medium,pull_request,11.08
11303,383,12,3,1404,0,18,Gio,medium,pull_request,9.76
11304,777,21,4,1575,1,14,Lun,small,push,18.48
11305,17,1,2,1202,0,11,Lun,small,push,19.46
11306,242,6,1,667,1,7,Mer,medium,pull_request,5.84
11307,309,8,2,1147,1,6,Mer,small,pull_request,12.94
11308,95,3,2,1143,1,15,Mar,large,push,7.99
11309,8,1,1,675,1,16,Mer,small,push,9.74
11310,87,2,1,545,1,12,Ven,medium,schedule,5.03
11311,63,5,1,665,1,11,Gio,medium,push,5.66
11312,646,19,4,1651,1,17,Mar,small,push,15.46
11313,109,4,1,553,1,17,Ven,small,pull_request,6.27
11314,76,4,1,596,1,12,Lun,medium,pull_request,4.56
11315,63,6,2,916,1,16,Lun,small,push,10.98
11316,172,6,1,820,1,17,Mar,small,pull_request,6.5
11317,128,6,1,840,1,12,Mar,small,push,10.11
11318,50,3,1,532,1,10,Lun,medium,push,6.51
11319,160,4,2,923,1,12,Mar,large,pull_request,5.97
11320,65,5,1,477,0,8,Mer,large,schedule,4.91
11321,7,2,1,628,1,6,Mar,medium,pull_request,5.72
11322,250,6,1,704,0,17,Lun,medium,push,8.47
11323,225,7,3,1289,1,17,Gio,large,push,6.55
11324,149,8,2,1014,0,15,Mar,medium,push,14.31
11325,74,3,2,947,1,17,Gio,large,push,4.62
11326,111,5,1,474,0,19,Mar,medium,push,6.32
11327,296,8,2,924,1,16,Gio,small,push,12.38
11328,60,4,2,1119,0,18,Ven,medium,push,12.91
11329,309,8,3,1542,1,18,Mar,large,pull_request,6.47
11330,24,3,2,984,0,11,Gio,small,push,19.04
11331,144,5,2,1054,1,19,Gio,small,push,8.68
11332,123,6,1,696,1,21,Mer,small,push,8.13
11333,362,11,3,1298,1,11,Mar,small,pull_request,15.98
11334,44,5,2,1054,1,15,Mar,small,push,11.19
11335,49,3,2,981,1,10,Gio,medium,push,8.15
11336,26,2,2,842,1,12,Mer,medium,push,7.21
11337,64,6,1,633,1,15,Ven,small,push,9.0
11338,159,4,2,881,1,7,Lun,large,pull_request,4.25
11339,17,4,1,657,1,15,Lun,large,push,5.43
11340,74,3,1,659,1,13,Mar,medium,pull_request,5.5
11341,235,7,3,1367,0,9,Mer,large,pull_request,8.8
11342,107,3,1,543,1,16,Gio,medium,pull_request,7.6
11343,130,5,1,858,0,19,Lun,small,pull_request,13.65
11344,23,3,1,512,1,0,Mer,small,push,4.89
11345,107,6,1,585,1,13,Gio,medium,push,5.22
11346,124,6,2,956,0,9,Ven,large,push,4.98
11347,100,5,2,982,1,10,Ven,small,push,19.19
11348,142,4,2,997,1,14,Mer,medium,push,7.57
11349,85,4,2,1212,1,11,Ven,large,push,8.17
11350,73,6,2,1164,1,15,Mer,large,push,6.28
11351,38,2,1,494,1,11,Lun,large,schedule,4.05
11352,351,13,3,1410,0,16,Ven,small,push,25.64
11353,31,3,1,659,0,10,Lun,small,push,12.8
11354,143,6,2,1198,1,18,Mar,small,pull_request,14.6
11355,882,23,4,1656,1,12,Lun,small,pull_request,14.85
11356,403,11,3,1353,1,8,Mer,large,push,6.53
11357,210,9,2,1181,0,9,Mer,medium,pull_request,10.97
11358,158,5,2,990,1,14,Gio,large,push,5.73
11359,104,3,2,1052,0,18,Lun,medium,schedule,10.03
11360,45,2,2,941,1,14,Lun,medium,pull_request,5.79
11361,91,7,2,1130,1,13,Mar,small,push,9.47
11362,226,9,2,868,1,16,Lun,medium,pull_request,9.31
11363,184,6,1,865,1,10,Lun,medium,push,6.35
11364,286,11,2,894,0,15,Mar,medium,push,10.25
11365,459,11,2,1043,1,10,Dom,medium,push,8.08
11366,101,7,3,1175,1,17,Gio,large,pull_request,5.34
11367,148,6,2,847,1,18,Mar,small,schedule,9.98
11368,15,2,1,761,1,10,Mar,small,push,9.99
11369,1436,37,7,2894,1,9,Ven,medium,pull_request,16.87
11370,76,5,2,935,1,16,Gio,medium,pull_request,7.9
11371,246,8,3,1181,0,15,Ven,small,push,24.03
11372,76,2,2,843,1,15,Ven,small,pull_request,12.54
11373,74,2,1,848,0,14,Lun,large,pull_request,5.48
11374,92,3,2,1101,0,9,Lun,large,pull_request,6.75
11375,31,3,2,970,1,16,Mar,medium,push,7.79
11376,8,1,1,552,0,10,Mer,medium,pull_request,7.27
11377,430,13,4,1807,0,14,Ven,small,pull_request,14.75
11378,219,10,3,1533,0,11,Mar,small,push,19.88
11379,44,5,2,1092,1,11,Ven,medium,push,8.64
11380,197,7,2,1159,0,17,Gio,small,pull_request,15.27
11381,297,8,2,1145,1,13,Gio,large,push,5.21
11382,56,3,2,937,1,14,Gio,small,pull_request,11.13
11383,189,7,2,1093,0,18,Mer,medium,push,9.42
11384,363,14,3,1240,0,14,Gio,large,push,8.49
11385,25,4,1,557,1,17,Gio,small,pull_request,7.09
11386,216,5,2,1211,1,17,Mer,medium,push,9.18
11387,179,6,1,620,0,16,Lun,medium,push,10.54
11388,950,26,6,2543,1,9,Mer,small,push,19.83
11389,221,8,2,964,1,9,Mer,small,pull_request,13.5
11390,76,4,2,1171,1,12,Ven,large,push,4.87
11391,87,5,2,940,1,8,Lun,medium,pull_request,6.93
11392,1111,28,6,2235,1,11,Lun,small,schedule,25.2
11393,81,3,1,649,0,10,Mar,medium,pull_request,10.77
11394,229,7,2,1050,1,7,Gio,large,push,4.61
11395,92,2,2,979,1,12,Mer,medium,push,8.09
11396,394,11,3,1251,1,10,Mar,large,pull_request,5.82
11397,416,13,3,1496,0,9,Gio,medium,push,14.57
11398,117,5,2,981,1,16,Mer,small,pull_request,12.43
11399,77,2,2,1104,1,18,Mer,small,pull_request,10.16
11400,75,3,2,868,0,15,Mer,medium,pull_request,9.8
11401,18,2,1,802,0,19,Gio,medium,pull_request,7.16
11402,134,5,1,773,1,10,Lun,medium,pull_request,7.12
11403,131,4,1,540,0,16,Lun,medium,push,6.62
11404,49,4,1,691,1,12,Gio,small,push,6.96
11405,16,3,2,1122,1,14,Lun,large,pull_request,6.04
11406,151,4,1,807,0,15,Mar,medium,pull_request,8.96
11407,173,6,2,982,1,17,Mar,medium,push,6.57
11408,185,6,1,507,1,8,Mer,medium,push,5.19
11409,40,4,2,842,0,12,Gio,medium,pull_request,9.16
11410,186,6,2,1196,1,16,Gio,large,push,7.88
11411,99,5,2,868,0,14,Mar,small,push,12.91
11412,311,9,3,1320,1,11,Lun,medium,push,14.07
11413,41,5,2,1166,1,7,Sab,medium,push,7.9
11414,425,11,2,1185,1,1,Lun,large,push,5.73
11415,632,19,5,2058,1,12,Gio,medium,push,15.56
11416,136,5,2,1105,0,13,Lun,small,push,12.2
11417,187,6,2,1007,0,10,Mer,medium,pull_request,11.16
