id_ticket,canale,tipo_cliente,componente_indicato,priorita_dichiarata,stack_trace,allegati,lunghezza_descrizione,parole_errore,parole_richiesta,punti_interrogativi,utenti_segnalanti,ora_apertura,categoria
T-00683,chat,Business,API,Alta,0,0,2040,0,1,1,1,13,Bug
T-00684,chat,Business,Nessuno,Bassa,0,1,147,2,1,1,1,13,Domanda
T-00685,form,Enterprise,Frontend,Bassa,0,2,635,2,0,0,1,12,Bug
T-00686,chat,Free,Frontend,Bassa,0,0,162,2,0,0,1,13,Domanda
T-00687,email,Free,Fatturazione,Bassa,0,0,344,0,2,2,1,10,Domanda
T-00688,form,Free,Mobile,Media,1,1,1333,1,0,0,1,15,Bug
T-00689,form,Business,Frontend,Media,0,0,285,0,2,1,1,9,Richiesta
T-00690,form,Business,Fatturazione,Media,0,0,613,0,1,4,2,12,Richiesta
T-00691,email,Free,Account,Bassa,0,0,223,1,1,1,1,14,Richiesta
T-00692,form,Business,Account,Alta,0,1,2155,6,0,0,1,15,Bug
T-00693,email,Business,Frontend,Media,0,0,717,2,0,0,1,11,Bug
T-00694,form,Business,Nessuno,Bassa,0,0,387,0,3,1,1,13,Richiesta
T-00695,chat,Free,Fatturazione,Bassa,0,0,345,0,2,4,1,14,Domanda
T-00696,email,Business,Fatturazione,Alta,0,0,585,0,5,0,1,8,Richiesta
T-00697,chat,Enterprise,Backend,Media,0,0,748,6,0,1,1,9,Bug
T-00698,chat,Business,Fatturazione,Media,0,0,137,0,1,7,1,22,Domanda
T-00699,email,Business,Frontend,Media,1,1,523,4,0,0,1,16,Bug
T-00700,form,Business,Frontend,Media,0,1,1450,7,0,1,1,12,Bug
T-00701,email,Business,Nessuno,Bassa,0,0,639,0,3,0,1,19,Richiesta
T-00702,chat,Enterprise,API,Urgente,0,3,385,1,0,1,7,4,Incidente
T-00703,chat,Business,Frontend,Alta,1,1,1078,2,1,1,1,6,Bug
T-00704,form,Enterprise,Frontend,Bassa,0,2,1617,6,0,2,1,13,Bug
T-00705,form,Business,Frontend,Bassa,0,0,304,1,6,1,1,12,Richiesta
T-00706,chat,Business,Nessuno,Bassa,0,0,225,1,3,4,1,11,Domanda
T-00707,chat,Free,Nessuno,Media,1,0,194,1,0,0,1,12,Domanda
T-00708,email,Enterprise,Mobile,Media,0,0,682,2,1,0,2,12,Bug
T-00709,chat,Free,Nessuno,Bassa,0,0,314,2,3,2,1,16,Domanda
T-00710,form,Business,API,Alta,0,0,503,1,0,1,9,6,Incidente
T-00711,email,Free,Nessuno,Bassa,0,0,157,0,0,1,1,9,Domanda
T-00712,chat,Business,Mobile,Alta,0,4,756,5,2,0,1,15,Bug
T-00713,form,Enterprise,Backend,Media,0,1,2152,3,1,1,2,14,Bug
T-00714,email,Business,API,Media,1,1,1006,3,0,0,1,16,Bug
T-00715,form,Business,Mobile,Media,1,1,466,2,1,2,1,13,Bug
T-00716,chat,Free,Backend,Media,0,1,818,2,0,1,2,11,Bug
T-00717,chat,Enterprise,Mobile,Alta,0,1,513,2,0,1,13,7,Incidente
T-00718,form,Free,Frontend,Bassa,1,1,213,4,0,1,1,12,Bug
T-00719,chat,Business,Nessuno,Bassa,0,0,173,1,0,2,1,13,Domanda
T-00720,email,Free,Fatturazione,Media,0,1,777,5,0,0,1,13,Bug
T-00721,email,Business,Mobile,Alta,0,0,757,5,0,0,2,8,Bug
T-00722,form,Business,Backend,Bassa,0,1,844,4,1,0,1,17,Bug
T-00723,email,Enterprise,Mobile,Media,1,1,587,3,0,0,3,11,Bug
T-00724,email,Business,Frontend,Bassa,0,0,234,0,3,1,1,15,Richiesta
T-00725,chat,Enterprise,Mobile,Urgente,0,0,194,3,0,1,6,4,Incidente
T-00726,chat,Enterprise,Nessuno,Urgente,0,0,136,1,1,0,3,13,Incidente
T-00727,email,Business,Account,Bassa,0,0,399,1,2,1,1,15,Richiesta
T-00728,email,Free,Fatturazione,Bassa,1,0,110,0,1,1,2,14,Domanda
T-00729,chat,Enterprise,Frontend,Media,0,0,414,1,0,1,1,20,Richiesta
T-00730,form,Free,Backend,Alta,1,0,1487,3,1,0,1,8,Bug
T-00731,email,Free,Mobile,Media,1,0,1081,4,0,0,1,17,Bug
T-00732,email,Business,Backend,Media,0,0,452,1,0,0,8,7,Incidente
T-00733,form,Free,API,Alta,1,0,330,3,1,0,1,16,Bug
T-00734,telefono,Business,API,Media,0,0,1081,2,1,0,1,14,Bug
T-00735,form,Free,Mobile,Alta,0,1,2432,3,1,1,1,11,Bug
T-00736,email,Business,Frontend,Media,0,1,959,3,1,0,2,13,Bug
T-00737,email,Free,Nessuno,Media,0,0,2229,0,4,2,1,15,Richiesta
T-00738,form,Business,Frontend,Alta,0,1,633,0,0,1,1,17,Bug
T-00739,email,Business,API,Bassa,0,1,242,4,0,0,1,18,Bug
T-00740,form,Free,API,Media,1,3,474,1,0,1,1,13,Bug
T-00741,telefono,Enterprise,API,Urgente,0,0,473,4,0,0,6,5,Incidente
T-00742,email,Free,Frontend,Media,0,2,637,2,0,1,2,15,Bug
T-00743,telefono,Business,Mobile,Urgente,1,2,793,3,0,0,1,15,Bug
T-00744,chat,Enterprise,Backend,Urgente,0,0,282,3,0,1,5,7,Incidente
T-00745,email,Business,Fatturazione,Media,0,1,288,0,3,2,1,14,Domanda
T-00746,email,Business,Mobile,Alta,0,0,323,0,3,0,1,13,Richiesta
T-00747,form,Enterprise,Frontend,Media,1,2,1007,4,1,0,1,11,Bug
T-00748,chat,Business,Backend,Alta,0,1,778,4,1,0,1,17,Bug
T-00749,email,Business,Fatturazione,Media,0,0,445,2,0,1,1,13,Bug
T-00750,email,Business,Mobile,Bassa,0,1,167,0,0,0,1,14,Richiesta
T-00751,chat,Free,Fatturazione,Urgente,1,0,260,0,1,0,3,16,Bug
T-00752,form,Business,Frontend,Media,0,0,447,4,0,0,1,12,Bug
T-00753,form,Free,Backend,Alta,1,3,1082,2,0,1,1,10,Bug
T-00754,form,Business,Fatturazione,Alta,0,0,376,1,0,2,1,13,Domanda
T-00755,chat,Business,Fatturazione,Alta,0,0,384,0,3,5,1,13,Domanda
T-00756,email,Business,Frontend,Bassa,1,2,794,6,1,0,1,17,Bug
T-00757,form,Free,Account,Bassa,0,0,108,1,0,5,1,9,Domanda
T-00758,form,Free,Account,Bassa,0,1,135,0,2,4,1,9,Domanda
T-00759,chat,Business,Fatturazione,Media,0,0,167,1,2,3,1,13,Domanda
T-00760,form,Free,Frontend,Media,1,2,2124,1,3,0,1,15,Bug
T-00761,email,Enterprise,Frontend,Bassa,1,1,256,2,0,1,1,20,Bug
T-00762,chat,Business,Fatturazione,Bassa,0,1,304,1,0,5,1,15,Domanda
T-00763,form,Free,Backend,Alta,0,0,1364,3,0,1,2,11,Bug
T-00764,form,Free,Account,Bassa,0,0,528,1,3,1,1,10,Richiesta
T-00765,email,Business,API,Urgente,0,0,551,3,0,0,10,11,Incidente
T-00766,chat,Enterprise,Frontend,Bassa,1,1,716,3,1,0,1,10,Bug
T-00767,chat,Free,API,Alta,0,2,230,5,0,1,6,19,Incidente
T-00768,email,Free,Account,Media,0,0,504,0,3,0,1,12,Richiesta
T-00769,chat,Enterprise,Fatturazione,Urgente,0,2,353,3,0,1,4,20,Incidente
T-00770,form,Enterprise,Backend,Alta,0,1,687,0,1,1,1,18,Richiesta
T-00771,form,Business,Frontend,Media,0,0,630,0,4,0,1,13,Richiesta
T-00772,chat,Free,Account,Alta,0,0,129,0,0,6,1,15,Domanda
T-00773,chat,Enterprise,Account,Bassa,0,0,394,1,0,1,1,17,Domanda
T-00774,form,Business,Mobile,Media,0,1,658,3,0,3,1,10,Bug
T-00775,chat,Business,Mobile,Alta,0,0,429,2,0,4,1,9,Domanda
T-00776,email,Free,API,Bassa,0,0,655,1,0,0,1,13,Bug
T-00777,chat,Enterprise,API,Bassa,0,0,446,0,0,3,1,9,Domanda
T-00778,form,Free,Backend,Media,0,0,1343,5,0,1,1,11,Bug
T-00779,chat,Free,Account,Media,0,0,392,0,3,2,1,8,Domanda
T-00780,form,Business,Mobile,Bassa,0,0,288,0,0,0,1,17,Richiesta
T-00781,email,Business,API,Alta,1,0,594,2,0,1,3,12,Bug
T-00782,email,Free,Mobile,Bassa,0,1,377,0,4,2,1,8,Richiesta
T-00783,telefono,Free,Frontend,Bassa,1,0,544,4,0,0,2,7,Bug
T-00784,email,Enterprise,Frontend,Bassa,0,2,1378,4,0,1,2,14,Bug
T-00785,email,Free,Fatturazione,Media,0,0,419,2,1,2,1,13,Domanda
T-00786,email,Enterprise,Frontend,Bassa,1,2,500,6,0,1,1,16,Bug
T-00787,email,Business,Nessuno,Bassa,0,0,374,0,3,4,1,20,Domanda
T-00788,chat,Business,Nessuno,Media,0,0,221,0,1,3,1,16,Domanda
T-00789,form,Business,Fatturazione,Media,0,1,1159,3,0,2,3,15,Bug
T-00790,chat,Enterprise,Mobile,Media,0,1,260,0,5,0,1,15,Richiesta
T-00791,chat,Free,Nessuno,Media,0,1,198,0,1,2,1,12,Domanda
T-00792,chat,Business,Mobile,Alta,0,0,1345,5,1,1,2,15,Bug
T-00793,email,Business,API,Alta,0,2,767,2,0,0,1,16,Bug
T-00794,chat,Business,Backend,Bassa,0,1,736,3,0,0,1,12,Bug
T-00795,form,Business,Mobile,Media,1,2,635,3,0,1,2,11,Bug
T-00796,form,Business,API,Media,0,1,1373,4,1,2,1,18,Bug
T-00797,form,Free,Backend,Alta,1,2,338,2,1,0,2,14,Bug
T-00798,email,Enterprise,Frontend,Bassa,0,1,582,0,1,1,1,11,Richiesta
T-00799,form,Business,Account,Media,0,2,1080,3,1,1,1,12,Bug
T-00800,email,Enterprise,API,Media,1,1,703,1,0,0,1,16,Bug
T-00801,form,Free,Frontend,Bassa,1,1,693,7,0,0,1,17,Bug
T-00802,chat,Free,Fatturazione,Bassa,0,0,132,0,1,7,2,15,Domanda
T-00803,chat,Free,Fatturazione,Media,0,1,167,0,1,1,1,13,Domanda
T-00804,chat,Enterprise,Fatturazione,Media,0,0,258,0,1,1,2,15,Domanda
T-00805,form,Business,Account,Media,1,2,541,3,1,0,2,16,Bug
T-00806,email,Free,Fatturazione,Alta,0,1,361,2,0,1,1,11,Richiesta
T-00807,chat,Free,Account,Media,0,0,225,2,0,1,1,14,Domanda
T-00808,chat,Business,Backend,Bassa,0,0,344,0,3,2,1,17,Richiesta
T-00809,email,Enterprise,Frontend,Media,0,2,315,0,2,2,1,8,Richiesta
T-00810,email,Free,Fatturazione,Alta,0,0,453,0,3,1,1,7,Richiesta
T-00811,email,Enterprise,Backend,Media,1,3,731,4,1,0,1,13,Bug
T-00812,email,Free,Nessuno,Media,0,0,191,1,0,1,1,14,Domanda
T-00813,email,Free,Nessuno,Media,0,0,263,1,1,7,1,14,Domanda
T-00814,email,Business,Backend,Bassa,1,0,566,3,0,0,2,19,Bug
T-00815,form,Business,Frontend,Bassa,1,0,488,1,0,0,1,15,Bug
T-00816,form,Free,Account,Bassa,0,0,443,1,1,1,1,12,Domanda
T-00817,email,Enterprise,Nessuno,Alta,0,0,633,0,4,1,1,16,Richiesta
T-00818,email,Free,API,Media,0,0,453,4,0,0,2,15,Bug
T-00819,form,Business,API,Bassa,0,3,860,1,6,0,1,13,Richiesta
T-00820,form,Free,API,Media,0,0,1546,1,0,0,1,14,Richiesta
T-00821,email,Business,API,Media,0,0,1002,0,2,0,1,10,Richiesta
T-00822,telefono,Enterprise,API,Alta,0,1,778,4,0,1,4,2,Incidente
T-00823,chat,Enterprise,Backend,Alta,1,2,446,3,0,0,1,11,Bug
T-00824,email,Enterprise,Fatturazione,Alta,0,1,429,1,1,1,4,6,Incidente
T-00825,chat,Business,Fatturazione,Bassa,0,0,395,0,2,7,1,14,Domanda
T-00826,chat,Enterprise,Backend,Media,0,1,303,3,0,0,1,19,Bug
T-00827,telefono,Enterprise,Backend,Media,0,1,392,5,0,1,7,17,Incidente
T-00828,email,Business,Frontend,Bassa,0,0,172,0,1,4,1,8,Domanda
T-00829,chat,Business,Frontend,Alta,1,1,301,4,0,2,2,9,Bug
T-00830,telefono,Enterprise,API,Urgente,0,0,132,3,0,1,9,7,Incidente
T-00831,telefono,Free,Fatturazione,Alta,0,1,195,0,1,3,1,11,Domanda
T-00832,email,Business,API,Bassa,0,1,147,0,0,6,1,17,Domanda
T-00833,chat,Business,Frontend,Bassa,0,0,301,1,1,5,1,11,Domanda
T-00834,telefono,Free,Backend,Alta,1,0,755,6,0,1,1,9,Bug
T-00835,form,Business,Frontend,Media,1,0,1572,4,0,0,1,13,Bug
T-00836,email,Free,Fatturazione,Bassa,0,0,262,0,0,3,1,11,Domanda
T-00837,chat,Free,Nessuno,Media,0,0,346,0,0,2,1,17,Domanda
T-00838,form,Free,Frontend,Alta,1,0,1208,8,1,0,1,17,Bug
T-00839,chat,Enterprise,Fatturazione,Media,0,1,245,0,0,2,1,10,Richiesta
T-00840,form,Enterprise,Frontend,Bassa,0,1,1851,0,1,1,1,12,Richiesta
T-00841,form,Enterprise,Account,Alta,0,0,325,1,1,2,1,8,Domanda
T-00842,email,Enterprise,Frontend,Media,0,0,566,0,2,0,1,10,Richiesta
T-00843,chat,Free,Nessuno,Media,0,0,296,0,1,5,1,18,Domanda
T-00844,email,Free,Mobile,Bassa,0,0,1025,0,4,2,1,12,Richiesta
T-00845,email,Business,Nessuno,Media,0,0,109,1,1,3,1,15,Domanda
T-00846,email,Business,API,Alta,1,3,543,3,1,0,2,15,Bug
T-00847,chat,Enterprise,Frontend,Alta,0,2,239,5,1,0,9,22,Incidente
T-00848,form,Enterprise,Frontend,Alta,0,0,671,2,0,0,1,9,Bug
T-00849,form,Free,Backend,Bassa,1,1,1353,6,1,0,1,12,Bug
T-00850,chat,Business,API,Media,0,0,191,0,0,5,1,14,Domanda
T-00851,form,Business,Account,Alta,0,0,367,1,4,1,1,13,Richiesta
T-00852,email,Business,Account,Bassa,1,1,1087,2,1,0,1,17,Bug
T-00853,chat,Free,Mobile,Media,0,1,1481,1,5,0,1,13,Richiesta
T-00854,form,Business,Mobile,Media,1,2,1463,4,1,1,1,8,Bug
T-00855,email,Business,Frontend,Media,0,1,789,0,4,0,1,9,Richiesta
T-00856,telefono,Business,API,Alta,1,1,233,3,0,0,7,17,Incidente
T-00857,chat,Business,API,Bassa,0,1,273,0,0,6,1,12,Domanda
T-00858,email,Enterprise,Nessuno,Media,0,0,591,0,4,0,1,13,Richiesta
T-00859,email,Business,Frontend,Media,0,0,359,0,3,0,1,17,Richiesta
T-00860,telefono,Free,Backend,Urgente,0,0,892,2,0,1,6,9,Incidente
T-00861,chat,Business,Mobile,Media,0,0,356,1,0,5,2,11,Domanda
T-00862,chat,Business,Backend,Media,0,0,255,1,2,0,1,9,Bug
T-00863,chat,Free,API,Bassa,0,0,341,3,1,0,1,17,Domanda
T-00864,chat,Business,Fatturazione,Bassa,0,0,1029,0,1,1,1,18,Richiesta
T-00865,email,Business,Frontend,Bassa,1,0,174,1,0,1,3,9,Bug
T-00866,telefono,Enterprise,Backend,Alta,0,1,207,0,0,2,7,5,Incidente
T-00867,form,Business,Backend,Media,0,1,687,4,2,0,1,12,Bug
T-00868,form,Business,Frontend,Media,0,1,1163,2,1,0,2,13,Bug
T-00869,email,Business,Frontend,Bassa,0,0,771,4,1,2,1,13,Bug
T-00870,chat,Enterprise,Nessuno,Alta,0,0,320,1,1,0,1,13,Domanda
T-00871,chat,Business,API,Bassa,1,1,796,4,2,0,1,13,Bug
T-00872,email,Business,Frontend,Media,1,1,480,5,2,2,1,14,Bug
T-00873,telefono,Business,Backend,Media,0,1,697,2,0,0,1,10,Bug
T-00874,email,Business,Fatturazione,Alta,0,0,616,1,4,1,1,12,Richiesta
T-00875,chat,Free,API,Bassa,1,1,847,2,0,0,1,16,Bug
T-00876,form,Business,Frontend,Alta,0,1,742,3,0,1,1,17,Bug
T-00877,telefono,Business,Mobile,Bassa,1,0,573,3,1,1,2,7,Bug
T-00878,chat,Free,Frontend,Media,0,2,1012,0,0,0,1,14,Bug
T-00879,form,Enterprise,API,Bassa,0,0,427,3,1,0,1,12,Bug
T-00880,form,Free,Frontend,Media,0,1,1929,1,0,0,1,13,Bug
T-00881,email,Business,Fatturazione,Alta,1,1,496,4,1,1,1,8,Bug
T-00882,form,Enterprise,Backend,Alta,1,2,1157,1,0,0,1,13,Bug
T-00883,email,Enterprise,Nessuno,Alta,0,1,418,1,2,0,1,15,Richiesta
T-00884,form,Enterprise,Nessuno,Bassa,0,0,447,0,3,1,1,13,Richiesta
T-00885,chat,Free,API,Urgente,1,2,496,2,0,3,3,9,Incidente
T-00886,email,Business,Fatturazione,Bassa,0,0,437,0,3,0,1,14,Richiesta
T-00887,chat,Free,Fatturazione,Bassa,0,1,368,3,0,3,1,8,Domanda
T-00888,email,Free,Nessuno,Media,0,0,76,0,3,4,1,12,Domanda
T-00889,form,Business,Mobile,Bassa,0,1,809,2,0,1,1,10,Bug
T-00890,email,Enterprise,Frontend,Bassa,0,2,144,0,3,2,1,11,Richiesta
T-00891,form,Business,Frontend,Media,1,1,550,3,0,1,2,13,Bug
T-00892,email,Enterprise,Frontend,Alta,1,0,1132,0,0,1,2,13,Bug
T-00893,form,Business,Backend,Media,1,0,807,1,0,0,1,10,Bug
T-00894,form,Business,API,Media,0,0,239,0,2,1,1,10,Richiesta
T-00895,email,Enterprise,Frontend,Bassa,0,0,902,0,3,0,1,6,Richiesta
T-00896,form,Business,Fatturazione,Alta,1,1,253,1,1,1,1,9,Bug
T-00897,email,Enterprise,API,Urgente,0,1,313,5,0,2,4,11,Incidente
T-00898,email,Free,Nessuno,Alta,0,0,249,0,4,0,1,15,Richiesta
T-00899,email,Business,Fatturazione,Bassa,0,0,575,0,0,1,1,14,Richiesta
T-00900,chat,Enterprise,Backend,Alta,1,1,507,1,0,0,8,7,Incidente
T-00901,email,Business,Backend,Alta,0,2,362,2,0,2,6,17,Incidente
T-00902,chat,Free,Mobile,Media,0,1,665,4,0,0,2,11,Bug
T-00903,telefono,Business,Frontend,Bassa,1,1,660,3,1,3,2,15,Bug
T-00904,email,Free,Fatturazione,Media,0,0,239,0,1,0,1,13,Richiesta
T-00905,form,Business,Fatturazione,Bassa,0,0,420,2,0,0,3,14,Bug
T-00906,form,Free,Backend,Bassa,0,3,1328,3,0,1,1,7,Bug
T-00907,email,Free,Fatturazione,Media,0,0,579,0,0,4,1,13,Domanda
T-00908,email,Business,Fatturazione,Media,0,2,986,0,1,2,1,13,Domanda
T-00909,form,Free,Nessuno,Media,0,0,1275,2,4,1,1,13,Richiesta
T-00910,email,Business,Fatturazione,Bassa,0,0,493,1,2,0,1,15,Richiesta
T-00911,form,Enterprise,API,Media,0,0,328,3,1,1,1,12,Bug
T-00912,email,Enterprise,Fatturazione,Media,0,1,363,0,1,1,1,9,Richiesta
T-00913,form,Free,Backend,Alta,1,2,520,2,1,0,2,14,Bug
T-00914,email,Free,API,Media,1,2,513,1,0,0,7,11,Incidente
T-00915,form,Enterprise,Frontend,Media,0,2,540,4,2,1,1,12,Bug
T-00916,email,Free,Mobile,Media,0,2,634,3,1,2,1,9,Bug
T-00917,email,Free,Nessuno,Media,0,1,148,0,1,1,1,11,Domanda
T-00918,email,Business,Frontend,Media,1,2,3133,4,0,0,2,12,Bug
T-00919,chat,Enterprise,Fatturazione,Alta,1,1,180,0,0,3,1,16,Domanda
T-00920,email,Enterprise,Backend,Media,1,1,600,1,1,0,1,10,Bug
T-00921,email,Free,Account,Media,1,0,310,0,0,2,1,15,Domanda
T-00922,telefono,Enterprise,API,Alta,0,1,139,7,0,3,9,17,Incidente
T-00923,form,Enterprise,Account,Bassa,0,1,454,2,0,1,1,9,Bug
T-00924,chat,Business,Frontend,Media,0,0,444,0,2,0,1,10,Richiesta
T-00925,telefono,Enterprise,Frontend,Alta,0,3,498,1,2,1,1,11,Bug
T-00926,email,Business,Backend,Media,1,1,371,2,0,0,1,13,Bug
T-00927,form,Business,Frontend,Urgente,0,2,824,5,1,0,1,11,Bug
T-00928,chat,Business,Mobile,Bassa,0,0,503,0,0,2,1,12,Domanda
T-00929,form,Business,Mobile,Alta,0,1,952,2,0,1,2,17,Bug
T-00930,form,Business,API,Media,1,1,642,2,1,3,1,14,Bug
T-00931,email,Enterprise,Fatturazione,Bassa,0,0,752,0,1,1,1,13,Richiesta
T-00932,email,Free,Frontend,Media,0,0,296,1,4,2,1,10,Richiesta
T-00933,form,Enterprise,Fatturazione,Media,0,0,1275,3,1,2,1,11,Bug
T-00934,chat,Enterprise,Frontend,Alta,0,1,241,0,1,4,1,8,Domanda
T-00935,form,Enterprise,Mobile,Alta,0,1,471,0,3,1,1,14,Richiesta
T-00936,form,Business,Frontend,Bassa,1,4,449,1,0,0,1,13,Bug
T-00937,form,Business,Frontend,Media,0,0,651,4,0,0,1,11,Bug
T-00938,email,Business,Nessuno,Bassa,0,1,543,0,1,0,1,13,Richiesta
T-00939,email,Business,Mobile,Media,0,1,776,0,1,0,1,17,Richiesta
T-00940,email,Free,Account,Bassa,0,1,156,0,3,0,1,16,Richiesta
T-00941,form,Business,Nessuno,Bassa,0,0,266,0,3,4,1,16,Domanda
T-00942,form,Business,Frontend,Bassa,1,3,1271,2,0,0,1,15,Bug
T-00943,email,Free,Backend,Bassa,0,1,239,1,1,3,1,11,Domanda
T-00944,email,Business,Fatturazione,Bassa,1,3,525,4,0,0,1,14,Bug
T-00945,form,Business,Mobile,Media,1,0,720,1,1,1,1,15,Bug
T-00946,email,Enterprise,Account,Bassa,0,1,422,1,1,1,1,13,Domanda
T-00947,email,Enterprise,Frontend,Media,0,0,410,1,2,1,1,11,Richiesta
T-00948,form,Business,Backend,Alta,0,0,695,3,0,0,1,12,Bug
T-00949,email,Business,Fatturazione,Alta,0,0,733,1,0,0,1,16,Bug
T-00950,form,Free,Mobile,Alta,1,0,513,6,0,2,1,16,Bug
T-00951,form,Business,Nessuno,Media,0,0,535,0,3,1,1,20,Richiesta
T-00952,email,Enterprise,Mobile,Bassa,0,1,977,1,2,1,1,15,Richiesta
T-00953,chat,Business,Frontend,Bassa,0,0,851,2,0,0,1,14,Bug
T-00954,telefono,Free,Frontend,Bassa,1,1,585,1,0,1,1,13,Bug
T-00955,email,Business,API,Bassa,0,1,663,3,1,1,1,13,Bug
T-00956,telefono,Free,Frontend,Media,0,0,675,1,0,0,5,6,Incidente
T-00957,email,Business,Nessuno,Bassa,0,0,1428,0,2,2,1,16,Richiesta
T-00958,email,Free,Fatturazione,Bassa,0,1,648,0,1,0,1,15,Richiesta
T-00959,chat,Free,API,Media,0,2,210,0,1,1,1,15,Domanda
T-00960,form,Free,Backend,Bassa,0,1,3728,0,4,1,1,12,Richiesta
T-00961,chat,Business,Backend,Alta,1,0,836,3,0,0,1,16,Bug
T-00962,email,Free,Frontend,Media,0,0,139,1,1,0,1,16,Richiesta
T-00963,chat,Free,Fatturazione,Bassa,0,0,163,1,0,4,1,9,Domanda
T-00964,chat,Enterprise,Fatturazione,Urgente,0,1,225,4,0,0,6,18,Incidente
T-00965,email,Business,Mobile,Media,0,2,602,1,0,0,1,13,Bug
T-00966,email,Enterprise,Nessuno,Bassa,0,1,749,0,3,0,1,10,Richiesta
T-00967,chat,Business,Fatturazione,Media,0,0,752,0,2,1,1,13,Richiesta
T-00968,email,Business,Nessuno,Bassa,0,1,122,0,1,6,1,10,Domanda
T-00969,email,Enterprise,Account,Media,0,0,176,0,1,2,1,17,Domanda
T-00970,form,Business,Frontend,Alta,1,0,334,3,0,2,1,17,Bug
T-00971,form,Enterprise,Fatturazione,Bassa,0,1,199,0,0,3,2,15,Domanda
T-00972,chat,Free,Account,Alta,0,0,272,0,5,0,1,17,Richiesta
T-00973,email,Free,Fatturazione,Alta,0,0,1407,1,0,1,1,13,Bug
T-00974,form,Business,Nessuno,Media,0,3,394,0,5,0,1,8,Richiesta
T-00975,form,Free,Account,Media,0,0,106,0,0,1,1,11,Domanda
T-00976,form,Free,Account,Bassa,0,2,808,3,6,0,1,15,Richiesta
T-00977,form,Enterprise,Mobile,Bassa,0,0,579,1,1,0,1,14,Richiesta
T-00978,email,Business,Mobile,Media,0,2,640,2,2,0,1,11,Bug
T-00979,form,Business,Mobile,Bassa,0,0,101,1,0,3,1,15,Domanda
T-00980,email,Free,Account,Bassa,0,0,444,1,3,0,1,12,Richiesta
T-00981,email,Business,Backend,Urgente,1,0,705,1,1,0,1,13,Bug
T-00982,form,Free,Fatturazione,Bassa,0,0,190,0,3,2,1,19,Domanda
T-00983,form,Business,Mobile,Media,0,2,1406,1,0,0,1,15,Bug
T-00984,form,Free,Account,Bassa,0,0,191,0,0,5,1,14,Domanda
T-00985,form,Free,API,Media,1,0,493,1,1,0,1,14,Bug
T-00986,form,Free,Nessuno,Bassa,0,0,403,0,1,1,1,15,Domanda
T-00987,form,Business,API,Media,0,0,978,4,0,0,2,15,Bug
T-00988,telefono,Enterprise,Fatturazione,Media,0,0,541,0,1,0,2,16,Domanda
T-00989,chat,Free,Mobile,Media,0,0,1340,2,0,1,2,13,Bug
T-00990,email,Business,Frontend,Media,1,2,609,0,0,0,2,13,Bug
T-00991,form,Free,Fatturazione,Media,0,1,369,4,1,0,1,9,Bug
T-00992,form,Business,Backend,Media,0,1,937,3,1,0,1,15,Bug
T-00993,email,Free,API,Media,0,3,356,6,0,0,1,8,Bug
T-00994,email,Free,Backend,Media,1,0,276,2,0,0,2,15,Bug
T-00995,form,Business,Backend,Media,1,4,2214,2,0,1,2,16,Bug
T-00996,email,Business,Frontend,Alta,0,0,424,1,0,2,1,18,Bug
T-00997,chat,Free,Nessuno,Media,0,0,100,0,0,1,1,4,Domanda
T-00998,chat,Business,Frontend,Bassa,0,0,294,3,3,2,1,17,Richiesta
T-00999,email,Business,Backend,Bassa,1,0,1012,4,0,1,1,15,Bug
T-01000,form,Free,Frontend,Bassa,0,2,452,0,0,0,1,13,Bug
T-01001,form,Free,Nessuno,Media,0,1,106,1,1,4,1,13,Domanda
T-01002,form,Business,API,Media,0,0,142,0,0,2,1,11,Domanda
T-01003,email,Enterprise,Backend,Alta,0,2,931,5,0,0,1,8,Bug
T-01004,form,Business,Mobile,Alta,0,2,335,2,0,0,2,14,Bug
T-01005,chat,Free,Fatturazione,Bassa,0,0,391,0,1,5,1,9,Domanda
T-01006,email,Business,Backend,Bassa,0,1,1067,2,0,0,1,16,Bug
T-01007,email,Free,Frontend,Media,1,1,492,3,0,0,1,14,Bug
T-01008,form,Free,Frontend,Media,1,2,447,7,0,2,1,12,Bug
T-01009,email,Enterprise,API,Media,0,0,415,3,0,0,1,7,Bug
T-01010,chat,Enterprise,Account,Bassa,0,0,278,2,1,4,1,11,Domanda
T-01011,telefono,Business,API,Bassa,0,0,174,0,3,2,1,19,Domanda
T-01012,form,Business,Mobile,Alta,0,0,136,0,5,0,1,10,Richiesta
T-01013,form,Free,Fatturazione,Media,1,1,469,2,0,0,2,11,Bug
T-01014,email,Free,Account,Bassa,0,0,181,0,0,2,1,13,Domanda
T-01015,email,Business,Fatturazione,Bassa,1,1,656,5,0,1,1,11,Bug
T-01016,email,Enterprise,Backend,Urgente,0,0,171,4,0,1,8,11,Incidente
T-01017,email,Free,Account,Bassa,0,0,130,2,1,3,2,17,Domanda
T-01018,telefono,Free,Backend,Media,1,0,1662,7,1,0,2,14,Bug
T-01019,email,Free,Frontend,Bassa,0,0,119,1,1,2,2,15,Domanda
T-01020,form,Business,Mobile,Bassa,1,1,323,1,0,1,2,14,Bug
T-01021,form,Enterprise,Account,Media,0,0,756,1,0,0,1,13,Bug
T-01022,email,Enterprise,Mobile,Bassa,0,1,1047,0,1,2,1,17,Richiesta
T-01023,email,Free,Backend,Bassa,0,0,292,0,1,3,1,18,Domanda
