id_cliente,piano,fatturazione,mesi_anzianita,licenze,utenti_attivi_30gg,login_medi_settimana,feature_usate,integrazioni_attive,ticket_90gg,tempo_risposta_medio_ore,ritardi_pagamento_12m,churn
C-00743,Enterprise,mensile,40,294,164,2.4,5,0,1,2.9,0,0
C-00744,Basic,annuale,11,3,1,2.7,5,2,0,9.3,0,0
C-00745,Pro,mensile,26,24,21,2.3,5,1,1,10.6,1,0
C-00746,Pro,annuale,44,48,21,1.6,5,2,1,9.7,0,0
C-00747,Basic,mensile,16,9,6,5.1,3,2,0,7.4,1,0
C-00748,Basic,mensile,16,5,3,4.4,4,2,4,22.1,1,0
C-00749,Pro,mensile,5,24,20,2.8,7,2,1,2.4,1,0
C-00750,Pro,mensile,12,32,31,3.7,6,3,1,10.6,0,0
C-00751,Basic,mensile,25,9,4,3.7,8,0,0,10.7,1,0
C-00752,Basic,annuale,28,7,6,6.5,7,0,2,35.1,2,0
C-00753,Basic,annuale,30,7,4,4.4,5,3,3,9.9,0,0
C-00754,Pro,mensile,3,12,7,4.4,7,0,2,13.1,0,0
C-00755,Pro,annuale,16,40,29,3.3,6,0,0,10.8,1,0
C-00756,Basic,annuale,6,2,1,2.6,4,1,1,10.6,0,0
C-00757,Basic,annuale,24,2,2,5.1,9,0,3,28.8,0,0
C-00758,Enterprise,annuale,4,218,122,4.1,8,4,1,5.1,2,0
C-00759,Basic,annuale,7,1,1,2.0,3,2,4,6.7,0,0
C-00760,Pro,mensile,35,49,40,3.8,7,3,3,15.7,2,0
C-00761,Pro,annuale,13,24,15,4.4,3,0,3,11.7,0,0
C-00762,Basic,annuale,49,1,1,0.3,8,1,3,8.4,0,0
C-00763,Basic,mensile,31,10,5,1.9,6,0,3,9.6,0,0
C-00764,Basic,mensile,16,1,1,3.7,4,2,3,17.3,0,0
C-00765,Enterprise,mensile,38,221,153,0.5,7,0,4,13.4,1,0
C-00766,Basic,annuale,17,8,4,0.7,5,4,0,6.5,1,0
C-00767,Basic,mensile,33,8,6,2.8,3,3,1,11.5,2,0
C-00768,Basic,annuale,11,2,2,3.9,7,1,5,9.7,0,0
C-00769,Basic,annuale,40,9,4,4.0,7,1,2,13.3,3,0
C-00770,Pro,annuale,5,14,7,5.4,5,2,3,8.2,1,0
C-00771,Basic,mensile,7,5,3,3.3,6,3,2,4.8,0,0
C-00772,Pro,annuale,9,31,17,2.7,2,0,4,15.0,0,0
C-00773,Pro,annuale,12,44,34,1.4,5,0,0,13.9,0,0
C-00774,Pro,mensile,25,33,18,2.7,6,0,3,23.4,0,0
C-00775,Basic,annuale,20,3,2,4.2,4,1,2,4.5,2,0
C-00776,Enterprise,mensile,34,188,99,4.3,5,0,3,9.6,2,0
C-00777,Pro,annuale,44,36,20,3.6,8,1,1,8.7,0,0
C-00778,Basic,mensile,4,3,1,4.0,7,2,2,7.9,0,1
C-00779,Pro,mensile,48,26,15,5.0,6,2,3,4.0,0,0
C-00780,Enterprise,mensile,17,34,20,3.3,6,0,2,5.3,1,0
C-00781,Basic,mensile,61,6,4,5.1,7,0,0,11.8,1,1
C-00782,Enterprise,mensile,11,241,174,2.2,7,1,3,7.4,0,0
C-00783,Pro,annuale,3,12,1,3.1,3,1,0,6.1,0,0
C-00784,Pro,mensile,31,32,29,2.5,5,0,3,23.6,2,0
C-00785,Enterprise,mensile,30,142,135,4.3,4,2,2,41.5,0,0
C-00786,Basic,annuale,8,6,6,1.8,3,0,3,9.7,0,0
C-00787,Pro,annuale,8,11,8,2.7,4,2,1,4.1,1,0
C-00788,Basic,mensile,35,6,2,0.6,6,0,0,12.7,2,1
C-00789,Pro,annuale,26,5,2,4.0,7,1,1,2.9,1,0
C-00790,Pro,mensile,16,42,28,4.9,8,0,1,4.4,1,0
C-00791,Basic,annuale,28,6,4,4.5,5,1,0,12.8,1,0
C-00792,Basic,mensile,24,4,2,4.3,5,1,2,4.4,0,0
C-00793,Basic,annuale,9,1,1,4.4,4,1,2,8.4,1,0
C-00794,Basic,annuale,37,6,3,4.2,4,0,1,4.1,1,0
C-00795,Basic,annuale,32,7,5,4.1,3,2,3,10.3,0,0
C-00796,Basic,annuale,20,10,7,4.2,9,0,2,19.6,1,0
C-00797,Basic,annuale,35,3,1,2.3,3,3,0,6.9,0,0
C-00798,Basic,mensile,67,2,1,2.9,7,0,2,9.9,1,0
C-00799,Pro,annuale,8,19,16,3.3,5,1,0,6.1,0,0
C-00800,Pro,annuale,16,19,16,2.7,6,0,2,6.4,0,0
C-00801,Pro,annuale,17,47,29,1.0,7,1,1,6.1,1,0
C-00802,Basic,mensile,35,2,2,1.5,8,1,2,16.0,0,0
C-00803,Enterprise,mensile,12,107,83,3.5,4,3,4,4.3,0,0
C-00804,Pro,annuale,33,47,30,4.5,8,1,0,8.2,0,0
C-00805,Basic,mensile,13,3,2,3.2,4,1,1,12.8,1,0
C-00806,Basic,mensile,7,4,3,7.0,7,0,3,17.3,2,1
C-00807,Pro,mensile,21,44,36,1.9,2,0,1,13.0,1,0
C-00808,Basic,annuale,13,10,3,3.8,6,1,4,9.6,0,0
C-00809,Pro,mensile,23,42,32,5.0,6,3,5,7.1,1,0
C-00810,Enterprise,mensile,27,160,126,4.7,7,1,2,17.4,1,0
C-00811,Basic,mensile,4,4,3,4.1,7,2,3,5.9,0,0
C-00812,Basic,annuale,14,2,2,4.7,4,1,1,6.0,0,0
C-00813,Enterprise,annuale,21,118,40,3.3,7,1,2,22.5,0,0
C-00814,Pro,mensile,35,31,10,5.5,5,0,2,12.4,0,0
C-00815,Basic,mensile,32,1,0,5.0,4,0,2,12.7,1,0
C-00816,Enterprise,annuale,10,290,110,2.0,1,4,0,14.3,0,0
C-00817,Enterprise,mensile,18,273,252,3.7,4,0,3,9.4,0,0
C-00818,Pro,annuale,28,8,6,1.0,3,1,5,4.2,0,0
C-00819,Pro,mensile,17,29,23,5.3,6,1,2,11.6,1,0
C-00820,Basic,annuale,11,8,6,3.5,4,2,3,9.9,0,0
C-00821,Basic,mensile,19,8,5,5.1,6,3,4,6.0,0,0
C-00822,Pro,annuale,26,17,12,3.0,3,2,5,5.2,0,0
C-00823,Basic,mensile,9,6,5,0.6,6,2,2,9.7,0,0
C-00824,Pro,annuale,30,29,12,6.9,4,1,2,4.4,0,0
C-00825,Pro,annuale,22,5,3,3.4,5,0,1,9.2,0,0
C-00826,Basic,annuale,31,1,1,1.8,6,2,1,8.5,0,0
C-00827,Pro,mensile,19,27,19,4.8,8,0,2,9.3,0,0
C-00828,Basic,mensile,60,2,1,6.1,9,0,2,12.7,0,0
C-00829,Enterprise,annuale,26,137,21,2.9,5,1,0,14.5,0,0
C-00830,Basic,annuale,33,10,6,3.1,8,1,2,6.5,1,0
C-00831,Pro,mensile,30,8,6,3.5,6,0,2,16.9,0,0
C-00832,Pro,mensile,17,47,32,1.6,8,0,2,8.8,1,0
C-00833,Basic,mensile,24,7,3,2.2,2,0,1,28.6,0,0
C-00834,Pro,annuale,12,21,15,5.7,2,4,0,7.0,1,0
C-00835,Pro,annuale,57,26,15,3.0,3,3,1,3.8,0,0
C-00836,Pro,annuale,28,44,20,2.0,7,1,2,16.5,1,0
C-00837,Pro,annuale,10,18,16,2.6,4,0,0,12.9,0,0
C-00838,Enterprise,mensile,49,240,105,4.7,4,1,2,20.6,0,1
C-00839,Basic,mensile,18,8,4,0.4,6,1,3,12.0,1,0
C-00840,Pro,mensile,37,37,23,3.6,8,2,2,40.7,0,0
C-00841,Basic,annuale,4,2,1,6.6,6,1,2,8.9,0,0
C-00842,Pro,mensile,43,9,8,6.0,6,1,4,18.7,0,0
C-00843,Pro,mensile,27,12,7,4.0,4,0,4,7.3,3,1
C-00844,Basic,mensile,10,2,1,5.0,8,1,2,13.4,2,1
C-00845,Basic,mensile,27,6,4,5.0,3,1,2,15.0,1,1
C-00846,Enterprise,annuale,53,158,76,3.0,4,2,3,16.5,0,0
C-00847,Basic,mensile,13,3,3,4.5,5,0,0,15.9,0,0
C-00848,Pro,mensile,12,25,16,5.7,4,0,3,1.4,1,0
C-00849,Basic,annuale,17,10,8,1.4,6,0,2,9.6,0,0
C-00850,Enterprise,mensile,21,239,83,4.0,6,3,3,7.1,0,0
C-00851,Basic,mensile,38,9,5,3.7,4,1,2,8.0,1,0
C-00852,Basic,mensile,28,4,4,3.3,2,0,2,8.4,0,0
C-00853,Enterprise,annuale,17,251,228,3.2,3,0,1,18.0,1,0
C-00854,Enterprise,mensile,25,258,141,3.5,0,4,3,11.3,1,0
C-00855,Basic,annuale,59,9,3,3.6,8,3,2,7.4,1,1
C-00856,Pro,annuale,31,36,28,4.8,6,0,1,4.1,1,0
C-00857,Pro,annuale,19,46,18,3.9,4,2,3,25.1,0,0
C-00858,Enterprise,mensile,17,136,74,3.0,3,0,5,6.8,1,0
C-00859,Basic,annuale,24,10,8,2.0,7,0,3,9.2,1,0
C-00860,Pro,mensile,38,29,26,2.5,7,2,2,36.1,1,0
C-00861,Pro,mensile,11,28,18,3.6,8,0,1,6.9,1,0
C-00862,Pro,mensile,34,11,9,2.2,4,1,1,8.5,2,0
C-00863,Pro,mensile,18,49,43,4.5,5,1,3,11.5,1,0
C-00864,Pro,mensile,20,47,17,3.8,3,3,6,3.8,2,1
C-00865,Basic,mensile,84,4,4,4.8,7,1,1,3.6,0,0
C-00866,Enterprise,mensile,32,88,34,2.3,5,2,3,7.5,2,0
C-00867,Enterprise,mensile,13,88,75,2.0,6,1,4,7.6,1,0
C-00868,Pro,annuale,27,33,13,4.8,2,2,5,10.8,0,0
C-00869,Basic,annuale,39,6,3,3.4,7,4,1,5.6,0,0
C-00870,Basic,mensile,32,8,6,2.9,4,1,4,13.0,0,0
C-00871,Pro,annuale,2,34,29,4.2,7,3,3,2.7,1,0
C-00872,Basic,mensile,20,8,6,4.1,4,4,3,9.6,0,0
C-00873,Enterprise,mensile,28,187,121,1.4,7,1,4,12.4,0,0
C-00874,Basic,mensile,26,2,1,5.1,3,0,0,12.2,0,1
C-00875,Pro,mensile,14,37,31,2.6,6,0,1,9.1,0,0
C-00876,Enterprise,mensile,33,136,66,5.6,7,1,1,6.7,2,0
C-00877,Basic,mensile,43,9,7,1.3,5,0,3,8.9,0,0
C-00878,Basic,mensile,5,8,6,3.6,4,0,4,21.0,0,0
C-00879,Pro,mensile,4,12,8,2.9,5,2,2,7.0,1,0
C-00880,Pro,mensile,27,28,25,0.4,4,4,1,18.0,0,0
C-00881,Basic,mensile,35,10,8,4.1,6,2,2,19.8,0,0
C-00882,Pro,mensile,13,36,31,0.5,3,1,1,3.5,0,0
C-00883,Enterprise,mensile,2,151,137,2.8,2,5,2,9.3,2,0
C-00884,Pro,mensile,20,36,35,4.7,4,1,2,5.6,1,0
C-00885,Basic,mensile,26,5,2,2.5,4,0,2,4.1,1,1
C-00886,Basic,mensile,16,3,2,1.9,4,1,3,16.1,0,0
C-00887,Basic,mensile,40,10,7,4.3,6,2,0,13.3,0,0
C-00888,Basic,annuale,25,9,8,2.9,2,3,1,11.7,0,0
C-00889,Basic,mensile,12,2,1,2.6,8,2,1,5.2,0,0
C-00890,Pro,mensile,13,33,20,5.0,7,0,2,11.3,0,0
C-00891,Basic,mensile,20,6,3,1.6,5,0,2,4.6,0,0
C-00892,Enterprise,annuale,15,200,94,2.6,7,0,4,10.5,1,0
C-00893,Basic,annuale,4,5,3,4.4,6,2,0,6.7,1,0
C-00894,Basic,annuale,24,4,3,1.5,6,1,3,18.8,0,0
C-00895,Pro,annuale,13,25,18,5.7,5,0,1,8.0,2,0
C-00896,Enterprise,mensile,15,77,36,2.9,6,5,3,11.5,0,0
C-00897,Basic,annuale,8,10,7,4.4,4,1,0,11.5,1,0
C-00898,Basic,mensile,54,5,3,4.4,5,1,1,9.6,0,0
C-00899,Basic,annuale,31,9,8,3.0,3,0,3,10.7,2,0
C-00900,Pro,mensile,63,8,5,2.5,5,0,3,12.0,0,0
C-00901,Pro,mensile,16,5,1,3.1,6,1,3,5.8,2,0
C-00902,Basic,annuale,32,8,6,4.2,4,3,2,12.7,1,0
C-00903,Basic,mensile,24,4,1,1.8,4,2,3,16.8,0,0
C-00904,Pro,annuale,12,10,5,1.5,7,1,2,12.7,0,0
C-00905,Enterprise,mensile,16,169,98,5.3,4,4,5,8.1,1,0
C-00906,Pro,annuale,31,35,14,2.2,3,2,2,11.1,0,0
C-00907,Pro,annuale,8,23,15,3.7,5,3,3,8.0,0,0
C-00908,Basic,mensile,40,9,5,2.9,8,0,1,9.3,1,0
C-00909,Basic,annuale,23,6,3,3.0,6,0,3,4.9,0,0
C-00910,Basic,annuale,37,5,4,5.2,6,0,2,22.9,0,0
C-00911,Pro,annuale,27,39,17,3.1,7,1,0,31.9,0,0
C-00912,Enterprise,mensile,5,251,149,2.7,6,0,0,6.6,0,0
C-00913,Enterprise,mensile,20,180,38,2.8,7,3,2,16.0,0,0
C-00914,Enterprise,annuale,41,213,47,2.5,6,0,1,24.0,0,0
C-00915,Enterprise,mensile,22,141,114,2.3,7,1,4,5.6,2,0
C-00916,Enterprise,mensile,20,239,194,2.5,6,2,1,2.7,0,0
C-00917,Basic,mensile,22,7,5,5.5,4,2,3,24.8,1,0
C-00918,Basic,annuale,3,3,1,4.2,2,2,1,9.9,1,0
C-00919,Basic,mensile,44,3,2,2.7,3,1,3,7.3,1,0
C-00920,Pro,annuale,2,10,5,4.6,5,3,1,10.3,0,0
C-00921,Basic,annuale,50,1,1,1.0,9,2,1,8.0,0,0
C-00922,Pro,mensile,15,8,4,5.1,7,0,3,59.0,0,1
C-00923,Pro,mensile,28,15,14,5.0,7,0,3,7.3,1,0
C-00924,Pro,annuale,3,37,30,6.3,6,0,1,12.2,1,0
C-00925,Basic,mensile,34,2,1,4.6,8,1,4,21.7,0,0
C-00926,Basic,annuale,30,4,2,3.8,6,2,0,21.7,1,0
C-00927,Basic,annuale,29,4,3,5.0,4,2,2,19.3,0,0
C-00928,Enterprise,annuale,3,167,60,2.3,5,0,0,7.7,0,0
C-00929,Pro,mensile,11,28,18,2.6,5,2,0,9.1,0,0
C-00930,Pro,annuale,27,42,37,3.1,4,4,2,2.7,0,0
C-00931,Basic,annuale,43,6,3,5.1,4,0,2,9.6,2,0
C-00932,Basic,mensile,9,9,3,2.0,4,1,3,10.2,1,1
C-00933,Basic,annuale,10,6,3,1.9,4,1,1,15.6,0,0
C-00934,Pro,annuale,25,44,32,3.5,4,1,2,29.4,0,0
C-00935,Pro,annuale,84,5,3,4.2,8,1,1,15.3,1,0
C-00936,Basic,mensile,12,2,2,2.2,5,2,1,19.0,1,0
C-00937,Enterprise,mensile,15,65,23,4.1,7,1,3,9.9,0,0
C-00938,Basic,mensile,13,5,3,5.1,3,4,1,21.6,0,0
C-00939,Enterprise,mensile,18,203,154,4.9,9,5,0,10.1,1,0
C-00940,Basic,mensile,45,5,3,3.7,7,1,1,19.8,0,0
C-00941,Basic,annuale,19,10,7,3.1,8,1,1,16.2,0,0
C-00942,Pro,mensile,84,11,8,5.6,5,2,3,12.7,0,0
C-00943,Basic,annuale,22,1,0,3.2,6,0,1,4.0,0,0
C-00944,Basic,mensile,48,6,4,4.5,5,0,2,19.3,0,0
C-00945,Basic,mensile,16,6,4,5.9,5,1,0,12.5,0,0
C-00946,Basic,mensile,7,1,1,4.4,7,0,1,15.2,0,0
C-00947,Pro,mensile,19,9,9,1.8,3,1,2,12.1,0,0
C-00948,Enterprise,annuale,30,197,128,1.5,2,0,2,13.4,2,1
C-00949,Enterprise,annuale,11,297,179,2.8,7,1,2,21.8,0,0
C-00950,Basic,annuale,43,5,3,4.2,3,2,1,7.5,0,0
C-00951,Pro,mensile,14,48,21,3.8,6,1,1,13.2,1,1
C-00952,Basic,annuale,8,1,1,6.3,4,1,1,6.3,2,0
C-00953,Basic,mensile,80,4,3,3.8,5,0,2,14.1,1,0
C-00954,Basic,annuale,10,8,5,2.7,4,1,2,11.6,0,0
C-00955,Enterprise,mensile,14,261,108,1.6,5,3,0,6.8,1,0
C-00956,Enterprise,mensile,33,91,73,4.9,7,1,1,10.6,1,0
C-00957,Pro,mensile,16,42,26,3.2,7,0,4,7.1,1,0
C-00958,Pro,mensile,8,20,17,1.1,4,0,5,8.0,0,0
C-00959,Pro,mensile,12,36,34,3.2,5,1,0,12.4,0,0
C-00960,Pro,annuale,66,38,32,1.8,7,0,3,11.7,0,0
C-00961,Pro,annuale,30,30,21,2.6,3,2,4,3.2,1,0
C-00962,Basic,annuale,34,5,4,3.2,3,2,3,12.5,0,0
C-00963,Basic,mensile,25,9,7,1.9,5,1,5,8.3,0,0
C-00964,Basic,annuale,28,6,5,2.5,7,1,4,7.8,1,0
C-00965,Enterprise,mensile,15,145,79,2.2,5,2,6,5.1,1,0
C-00966,Pro,mensile,22,13,9,2.2,3,0,3,9.7,1,0
C-00967,Enterprise,mensile,3,119,47,1.8,9,3,2,7.3,1,0
C-00968,Basic,mensile,39,3,2,2.5,8,0,4,21.5,0,0
C-00969,Pro,annuale,15,50,47,1.9,6,1,0,3.5,1,0
C-00970,Basic,mensile,7,10,10,4.0,6,1,3,5.6,0,0
C-00971,Basic,mensile,23,5,3,3.5,8,0,3,5.4,0,0
C-00972,Basic,annuale,17,7,5,4.9,6,1,0,11.7,0,0
C-00973,Basic,mensile,38,7,4,5.8,7,0,2,20.2,1,0
C-00974,Enterprise,annuale,19,62,29,4.1,5,0,3,13.5,0,0
C-00975,Basic,mensile,12,10,6,3.8,4,0,0,5.2,0,0
C-00976,Pro,annuale,20,28,15,4.2,7,0,3,7.7,0,0
C-00977,Pro,annuale,52,12,5,3.9,6,0,1,6.2,1,0
C-00978,Basic,annuale,39,8,7,3.3,4,1,3,13.6,1,0
C-00979,Pro,annuale,30,31,21,3.2,6,1,1,7.6,0,0
C-00980,Basic,annuale,40,3,1,1.8,7,3,1,4.3,0,0
C-00981,Enterprise,annuale,32,294,264,4.4,4,0,2,14.2,1,0
C-00982,Pro,mensile,10,21,18,3.2,7,0,3,21.3,0,0
C-00983,Pro,mensile,35,34,17,5.2,3,0,3,9.0,0,0
C-00984,Pro,annuale,43,48,38,4.5,6,5,2,10.7,0,0
C-00985,Basic,mensile,45,2,1,2.3,11,2,2,4.1,1,0
C-00986,Enterprise,mensile,8,82,68,4.9,7,3,1,2.9,1,0
C-00987,Basic,mensile,14,8,5,0.0,7,2,4,3.3,0,0
C-00988,Basic,mensile,12,7,6,5.9,6,1,0,9.7,1,0
C-00989,Basic,mensile,16,9,7,1.3,5,2,1,8.3,0,0
C-00990,Pro,annuale,28,15,11,3.9,6,0,1,13.9,1,0
C-00991,Pro,annuale,23,18,15,3.8,5,0,2,8.9,0,0
C-00992,Pro,annuale,23,7,3,4.8,6,0,4,18.1,0,0
C-00993,Pro,mensile,6,11,6,2.7,6,2,1,16.9,0,0
C-00994,Basic,mensile,13,7,6,0.2,6,0,2,8.2,0,0
C-00995,Enterprise,annuale,47,91,75,2.7,5,0,2,5.5,0,0
C-00996,Basic,mensile,43,6,5,2.9,5,2,3,3.2,1,0
C-00997,Pro,annuale,19,36,10,0.3,5,0,3,23.6,1,0
C-00998,Basic,mensile,35,7,5,3.3,4,0,3,5.7,0,0
C-00999,Enterprise,annuale,26,158,80,1.7,5,0,4,4.1,1,0
C-01000,Basic,mensile,37,2,1,4.1,3,0,4,10.8,1,0
C-01001,Basic,annuale,36,9,7,2.9,8,1,1,4.1,2,0
C-01002,Pro,annuale,20,38,13,5.9,3,1,1,10.8,0,1
C-01003,Basic,mensile,30,1,1,2.8,7,1,2,8.2,0,0
C-01004,Basic,annuale,28,10,5,3.8,4,1,1,17.4,2,0
C-01005,Pro,mensile,21,39,27,2.9,7,1,0,16.5,0,0
C-01006,Basic,annuale,18,7,5,0.9,6,0,3,19.4,0,0
C-01007,Enterprise,annuale,60,191,121,2.9,8,0,4,11.3,0,0
C-01008,Basic,mensile,21,2,1,4.3,7,2,2,6.0,0,0
C-01009,Pro,mensile,33,45,41,4.0,6,0,2,5.4,0,0
C-01010,Pro,annuale,57,39,15,2.8,4,1,1,7.3,0,0
C-01011,Pro,mensile,30,39,17,1.2,6,0,3,33.1,0,0
C-01012,Pro,annuale,29,41,22,4.1,5,1,0,8.6,0,0
C-01013,Pro,annuale,21,11,6,3.8,7,1,2,11.0,0,0
C-01014,Enterprise,annuale,28,215,46,4.4,7,2,3,24.9,0,0
C-01015,Basic,mensile,16,9,8,2.8,5,0,1,11.7,0,0
C-01016,Basic,annuale,84,4,3,0.8,6,1,0,6.4,0,0
C-01017,Pro,annuale,6,5,3,3.9,5,1,2,15.5,0,0
C-01018,Pro,mensile,18,21,14,3.2,6,1,2,7.7,1,0
C-01019,Basic,mensile,31,3,2,5.1,6,0,1,11.9,0,0
C-01020,Basic,mensile,29,5,4,3.2,5,1,3,13.6,0,0
C-01021,Enterprise,mensile,16,197,48,3.1,7,0,1,7.4,0,0
C-01022,Pro,annuale,4,35,15,3.8,4,1,2,11.2,1,0
C-01023,Enterprise,mensile,7,198,91,2.4,7,0,1,26.1,0,0
C-01024,Pro,annuale,24,41,28,2.3,6,2,4,6.9,1,0
C-01025,Pro,mensile,3,39,31,3.1,4,5,7,22.0,0,0
C-01026,Basic,mensile,32,6,3,1.9,5,1,2,7.0,0,0
C-01027,Enterprise,mensile,46,243,213,2.9,3,2,1,29.5,0,0
C-01028,Basic,annuale,36,1,1,5.9,6,2,0,6.0,0,0
C-01029,Pro,annuale,41,38,24,4.7,7,2,1,7.9,1,0
C-01030,Basic,mensile,3,7,6,3.6,3,1,1,24.7,1,0
C-01031,Pro,annuale,17,20,12,5.4,3,0,4,25.4,0,0
C-01032,Pro,mensile,9,34,27,2.0,5,5,3,16.3,0,0
C-01033,Pro,mensile,5,19,12,6.7,4,2,6,5.2,1,0
C-01034,Enterprise,mensile,14,49,16,2.6,4,4,0,10.5,0,0
C-01035,Basic,annuale,56,7,5,6.0,6,3,1,10.0,0,0
C-01036,Pro,annuale,66,31,12,6.0,5,4,0,6.0,0,0
C-01037,Basic,annuale,10,8,7,0.7,7,0,2,15.2,0,0
C-01038,Basic,mensile,22,4,3,5.3,5,0,2,6.3,1,1
C-01039,Basic,mensile,28,1,1,2.8,6,1,0,4.6,0,0
C-01040,Basic,annuale,17,6,5,2.4,5,0,3,3.8,1,0
C-01041,Basic,mensile,48,2,1,3.9,4,1,3,27.9,1,0
C-01042,Pro,annuale,14,18,8,1.8,5,2,1,7.4,0,0
C-01043,Pro,annuale,13,43,27,3.9,6,1,3,7.5,0,0
C-01044,Pro,mensile,10,38,14,1.9,8,3,2,5.4,0,0
C-01045,Basic,annuale,17,6,2,3.4,3,2,1,22.7,0,0
C-01046,Basic,annuale,1,10,7,5.1,6,0,3,4.4,0,0
C-01047,Basic,mensile,18,3,2,3.7,6,2,2,4.9,0,0
C-01048,Pro,annuale,23,46,38,2.7,3,0,2,8.2,1,0
C-01049,Enterprise,annuale,24,189,152,4.0,7,1,3,9.9,0,0
C-01050,Basic,mensile,8,4,3,1.2,4,2,3,14.8,0,1
C-01051,Pro,annuale,24,46,39,2.0,7,1,2,6.7,0,0
C-01052,Basic,mensile,23,4,2,2.6,6,2,3,25.3,1,0
C-01053,Basic,annuale,24,10,7,4.3,4,0,5,6.7,0,0
C-01054,Basic,annuale,37,4,3,3.8,6,2,4,5.5,1,0
C-01055,Basic,annuale,8,7,4,3.9,4,1,1,5.2,1,0
C-01056,Pro,mensile,17,24,17,3.2,6,1,3,6.3,1,0
C-01057,Enterprise,annuale,4,168,80,2.1,7,4,1,5.0,1,0
C-01058,Basic,mensile,34,3,2,5.3,6,3,1,15.7,1,0
C-01059,Pro,mensile,9,15,14,2.2,4,0,4,5.5,0,0
C-01060,Pro,mensile,40,14,9,3.8,5,1,0,9.2,1,0
C-01061,Enterprise,annuale,41,32,26,3.0,6,1,2,5.4,0,0
C-01062,Pro,mensile,19,26,10,4.0,6,3,1,4.9,0,0
C-01063,Basic,mensile,18,4,3,2.4,6,1,2,19.4,2,1
C-01064,Pro,annuale,6,44,18,4.7,5,0,2,26.2,0,0
C-01065,Basic,mensile,21,7,4,5.1,7,1,1,21.4,0,0
C-01066,Enterprise,mensile,36,150,109,4.6,7,0,0,4.1,0,0
C-01067,Basic,mensile,26,9,5,3.4,6,3,3,4.5,0,0
C-01068,Pro,mensile,52,12,7,2.6,4,2,0,32.8,1,0
C-01069,Basic,annuale,16,5,5,7.0,5,2,2,8.6,1,0
C-01070,Basic,mensile,16,2,1,1.8,5,0,0,4.4,0,0
C-01071,Enterprise,mensile,10,195,124,4.4,7,4,0,19.1,0,0
C-01072,Pro,annuale,75,44,24,3.7,7,0,1,10.4,0,0
C-01073,Basic,annuale,6,4,3,3.1,7,1,3,14.1,1,0
C-01074,Enterprise,annuale,35,102,62,3.5,4,0,2,2.6,0,0
C-01075,Enterprise,annuale,37,264,148,2.5,7,1,0,8.2,1,0
C-01076,Basic,annuale,36,2,2,3.8,7,0,0,17.7,0,0
C-01077,Pro,mensile,11,26,21,3.6,4,1,0,6.8,0,0
C-01078,Pro,annuale,19,7,4,6.9,2,1,1,21.0,0,0
C-01079,Pro,annuale,31,37,22,4.7,3,2,2,4.5,0,0
C-01080,Basic,mensile,13,6,3,3.9,6,0,1,9.3,1,0
C-01081,Basic,mensile,17,9,5,4.0,5,1,2,26.8,0,0
C-01082,Enterprise,mensile,13,159,134,5.8,4,0,0,5.0,2,0
C-01083,Enterprise,annuale,23,194,80,1.8,6,1,2,11.8,0,0
C-01084,Pro,annuale,21,21,6,2.9,7,4,3,14.2,2,0
C-01085,Enterprise,annuale,58,122,100,0.5,7,0,1,10.6,0,0
C-01086,Pro,mensile,32,39,7,4.0,7,3,5,8.6,0,0
C-01087,Pro,mensile,7,32,20,4.4,7,1,6,5.9,0,0
C-01088,Pro,mensile,7,17,16,1.8,6,0,3,11.3,0,0
C-01089,Pro,mensile,35,23,14,5.2,7,0,3,9.4,0,0
C-01090,Pro,annuale,21,43,25,2.2,5,2,3,4.2,0,0
C-01091,Basic,annuale,72,9,7,2.7,7,1,2,19.3,0,0
C-01092,Pro,annuale,72,8,2,3.4,8,0,3,5.8,1,0
C-01093,Basic,annuale,10,5,2,5.4,6,0,0,4.3,1,0
C-01094,Basic,annuale,26,7,5,2.0,5,0,1,7.0,1,0
C-01095,Pro,mensile,8,17,12,3.6,4,1,0,5.9,1,1
C-01096,Basic,mensile,35,5,2,4.3,5,3,6,8.6,2,1
C-01097,Basic,mensile,63,5,4,4.0,3,1,5,4.7,0,0
C-01098,Pro,mensile,24,50,47,4.0,3,0,1,13.1,2,0
C-01099,Enterprise,mensile,15,61,37,4.3,5,1,1,22.9,0,0
C-01100,Basic,mensile,28,6,6,2.4,3,2,0,10.7,0,0
C-01101,Basic,annuale,40,3,2,5.6,7,1,0,4.2,0,0
C-01102,Basic,mensile,40,9,5,3.0,6,2,6,5.8,0,0
C-01103,Pro,annuale,15,30,26,2.9,7,1,1,11.4,0,0
C-01104,Pro,annuale,13,17,11,5.1,5,1,3,3.1,0,0
C-01105,Basic,annuale,25,1,1,2.3,4,1,0,4.8,1,0
C-01106,Pro,annuale,16,49,31,3.6,4,1,1,3.7,1,0
C-01107,Basic,mensile,48,7,2,2.2,7,2,3,10.7,0,0
C-01108,Basic,annuale,16,10,4,6.7,3,0,1,36.6,0,0
C-01109,Enterprise,mensile,22,50,12,6.4,6,3,1,4.7,1,0
C-01110,Basic,annuale,28,2,1,3.0,4,3,3,16.3,0,0
C-01111,Basic,mensile,6,4,3,3.9,5,0,2,7.1,0,0
C-01112,Basic,mensile,13,2,1,3.2,1,4,1,4.5,0,0
C-01113,Pro,annuale,70,30,13,2.7,5,4,1,25.6,1,0
C-01114,Enterprise,annuale,38,185,136,3.4,3,0,4,36.5,0,0
