id_pr,tipo,righe_aggiunte,righe_rimosse,file_modificati,moduli_toccati,complessita_media,test_aggiunti,copertura_modulo,esperienza_autore_mesi,commit_autore_modulo,reviewer,commenti_review,ora_merge,giorno_merge,bug_entro_30gg
3037,refactor,173,12,4,1,6.5,1,40.6,49,8,1,0,16,Mar,0
3038,fix,101,96,6,2,8.7,1,71.2,45,8,1,3,17,Lun,0
3039,feature,136,15,3,2,15.3,0,64.1,47,10,1,4,18,Gio,0
3040,fix,373,21,8,2,8.8,0,53.7,4,1,1,5,12,Ven,0
3041,feature,29,38,3,2,4.9,1,71.7,35,6,2,2,18,Ven,1
3042,fix,288,22,7,3,8.9,0,75.3,9,0,1,5,10,Mar,1
3043,refactor,19,16,2,2,8.6,1,44.6,63,11,1,4,3,Lun,0
3044,fix,68,9,1,1,10.0,1,60.9,13,5,1,6,15,Mer,0
3045,refactor,18,5,2,2,9.4,0,57.5,23,4,1,4,15,Gio,0
3046,feature,74,17,3,1,1.4,1,55.4,21,5,2,3,11,Mer,0
3047,refactor,198,15,5,1,11.6,1,25.0,9,1,2,8,16,Mar,0
3048,fix,19,14,3,2,12.7,1,82.0,35,6,1,2,14,Mar,0
3049,fix,141,9,3,2,8.9,0,74.0,79,19,1,2,16,Ven,1
3050,fix,48,36,4,1,5.3,1,74.5,32,15,1,4,11,Lun,0
3051,fix,9,17,1,1,6.2,1,77.3,10,2,2,3,13,Gio,0
3052,refactor,42,14,2,1,5.8,1,66.2,37,7,1,5,12,Lun,0
3053,feature,220,21,5,2,10.2,0,47.9,15,0,1,6,8,Ven,0
3054,feature,31,46,1,2,2.0,1,62.9,33,7,0,0,16,Mer,0
3055,feature,84,7,3,2,5.8,0,44.4,78,21,1,4,17,Mar,0
3056,feature,39,3,3,1,5.4,0,57.8,83,14,1,3,11,Gio,0
3057,feature,31,21,2,2,5.8,0,73.9,7,4,1,7,10,Mer,0
3058,fix,21,32,2,1,6.3,1,61.5,28,6,1,3,10,Gio,0
3059,fix,184,5,4,1,13.9,0,23.6,23,5,2,5,7,Lun,0
3060,refactor,25,27,3,1,10.8,0,56.7,55,13,1,4,14,Mar,0
3061,feature,156,73,6,3,6.6,1,60.6,20,4,1,2,14,Ven,0
3062,feature,144,8,3,2,17.5,0,67.7,86,22,1,3,8,Gio,0
3063,feature,91,16,5,1,11.4,1,83.0,68,17,2,2,16,Lun,0
3064,feature,168,16,5,2,10.0,0,56.6,16,2,2,6,15,Ven,0
3065,refactor,21,26,4,1,6.8,1,75.8,9,1,1,5,7,Mar,0
3066,feature,132,53,5,2,25.3,1,83.7,21,14,3,3,16,Lun,0
3067,refactor,17,6,4,1,21.4,1,85.4,20,6,1,1,14,Ven,0
3068,fix,325,43,8,2,5.3,1,36.0,13,5,1,1,16,Mar,0
3069,feature,198,27,6,3,5.8,1,53.6,43,13,3,4,0,Ven,0
3070,feature,95,6,2,1,18.7,1,39.1,32,13,1,3,15,Mar,1
3071,fix,358,19,8,2,10.6,1,70.2,62,14,1,8,9,Mer,0
3072,fix,34,143,4,1,28.2,1,57.3,26,6,2,5,10,Ven,0
3073,feature,92,18,4,2,11.8,0,66.9,65,15,1,2,9,Ven,0
3074,feature,163,217,9,2,4.0,1,22.4,22,7,1,3,8,Mar,0
3075,feature,58,31,5,1,6.4,1,59.8,36,4,2,1,7,Gio,0
3076,feature,73,19,4,1,10.3,0,44.2,19,6,1,5,10,Mer,1
3077,feature,46,124,5,2,16.5,0,81.0,37,8,1,7,18,Gio,0
3078,fix,143,45,4,1,2.5,1,58.9,29,5,2,6,9,Mar,0
3079,feature,88,73,5,2,4.6,0,80.0,17,3,2,3,16,Mar,0
3080,fix,48,15,3,1,4.7,1,54.5,43,7,1,2,10,Mer,0
3081,refactor,353,41,8,3,6.8,0,59.1,13,2,1,4,20,Lun,0
3082,fix,112,180,5,1,4.5,1,64.4,35,10,2,4,14,Gio,0
3083,fix,34,37,7,2,3.6,1,62.7,14,5,1,6,9,Lun,0
3084,feature,202,61,4,2,14.3,0,72.7,21,7,2,3,18,Mar,0
3085,feature,5,14,1,2,8.0,1,48.7,29,9,3,4,12,Mer,0
3086,refactor,40,64,3,2,13.4,1,45.0,67,18,1,6,15,Ven,1
3087,feature,10,14,2,1,19.8,1,67.7,22,4,1,2,16,Mer,0
3088,fix,44,75,4,1,7.1,1,77.1,4,2,1,6,10,Lun,0
3089,feature,240,70,5,1,6.7,0,82.7,4,1,3,7,11,Mar,0
3090,fix,110,6,2,1,2.6,1,55.6,31,6,3,3,16,Gio,0
3091,fix,65,337,9,3,8.8,1,79.1,20,2,1,3,21,Mar,0
3092,feature,292,9,5,2,9.3,0,52.0,56,17,1,3,10,Gio,0
3093,feature,47,51,2,1,8.3,1,87.2,3,0,1,1,21,Gio,0
3094,feature,355,80,11,4,10.8,0,54.0,66,17,1,3,12,Lun,0
3095,fix,51,8,3,1,26.3,1,53.3,41,2,1,3,9,Ven,0
3096,feature,17,4,3,1,11.6,0,22.7,7,1,1,2,16,Mer,1
3097,fix,54,126,6,3,12.5,0,67.8,12,0,1,4,15,Lun,0
3098,feature,129,26,3,1,7.4,1,82.5,20,6,1,3,10,Mar,0
3099,fix,19,219,4,2,5.6,0,47.4,58,17,2,5,18,Ven,0
3100,feature,51,15,2,2,10.2,0,74.5,18,4,1,1,13,Lun,0
3101,feature,216,64,6,3,4.3,1,57.9,35,7,1,4,8,Mar,0
3102,feature,66,62,4,1,3.9,0,49.0,19,5,1,4,15,Mar,0
3103,feature,82,40,6,3,6.4,1,51.4,28,8,2,6,16,Lun,0
3104,refactor,53,23,3,1,3.3,1,69.0,8,1,1,4,14,Gio,0
3105,refactor,42,215,4,1,7.4,1,75.2,41,9,1,6,12,Mer,0
3106,refactor,346,11,7,2,6.5,1,39.0,67,18,2,7,16,Gio,0
3107,fix,44,30,2,2,12.7,0,58.7,39,9,0,0,16,Mer,0
3108,feature,126,129,10,3,13.4,1,71.0,32,6,2,1,12,Gio,1
3109,feature,33,108,4,2,7.1,0,23.7,34,5,1,0,17,Lun,0
3110,fix,596,108,14,3,10.1,0,51.1,35,12,1,4,23,Lun,1
3111,refactor,137,13,2,1,6.3,1,59.4,57,18,2,3,19,Mer,0
3112,fix,46,4,2,2,5.2,1,85.2,18,3,2,6,15,Lun,0
3113,fix,29,53,3,1,7.8,0,58.0,16,4,1,4,14,Ven,0
3114,refactor,71,4,4,2,16.0,1,77.8,3,0,0,2,13,Gio,0
3115,fix,203,40,7,2,7.8,0,74.8,28,2,3,3,19,Gio,0
3116,feature,44,51,2,2,8.7,1,75.9,3,1,0,1,9,Mer,0
3117,fix,23,33,2,1,8.1,1,64.6,47,11,0,0,18,Mar,0
3118,feature,96,71,4,2,1.7,0,85.6,12,7,1,5,11,Lun,0
3119,refactor,34,5,5,1,6.0,0,36.9,19,2,1,3,10,Gio,0
3120,feature,757,44,13,4,7.5,1,71.6,14,3,2,5,19,Mar,0
3121,fix,310,109,8,2,6.6,1,53.0,55,14,1,4,13,Lun,0
3122,refactor,208,59,6,3,9.3,0,30.3,12,5,2,3,19,Mer,0
3123,fix,777,22,17,4,8.0,0,64.7,34,10,2,6,9,Lun,0
3124,fix,48,5,2,2,3.3,1,76.2,5,1,1,7,10,Mer,0
3125,feature,35,29,2,1,14.5,1,77.9,32,5,2,4,19,Mar,0
3126,refactor,21,67,2,1,2.1,0,34.0,13,3,1,1,13,Ven,0
3127,feature,20,7,1,2,3.0,1,91.3,36,12,2,4,16,Mar,0
3128,feature,266,126,8,3,4.0,0,65.3,50,9,2,5,14,Gio,0
3129,fix,112,482,12,4,2.9,0,74.7,77,16,2,3,9,Mer,0
3130,refactor,241,20,4,1,16.5,1,72.7,57,15,1,5,11,Mar,0
3131,fix,554,11,10,3,2.1,1,64.4,16,4,2,6,8,Ven,0
3132,fix,14,23,2,2,9.6,0,79.5,24,9,3,1,10,Ven,0
3133,fix,43,10,3,1,3.0,1,35.0,11,3,1,0,15,Lun,0
3134,feature,205,96,5,1,3.7,1,77.7,36,11,1,4,9,Gio,0
3135,refactor,242,15,5,2,16.2,0,59.3,58,16,2,3,12,Lun,0
3136,feature,25,77,3,1,4.4,1,36.8,5,2,3,5,17,Mar,0
3137,refactor,103,61,3,2,6.5,0,64.6,33,8,3,5,16,Mer,0
3138,feature,267,233,10,2,8.0,0,66.4,22,2,1,5,14,Lun,0
3139,feature,51,5,3,2,5.7,1,52.8,40,14,1,4,22,Mar,0
3140,feature,43,93,4,2,5.3,0,58.3,8,2,1,3,18,Lun,0
3141,fix,56,99,4,2,13.4,0,66.5,86,15,1,5,3,Mar,0
3142,fix,64,34,2,2,7.4,0,87.3,68,17,1,6,19,Mar,0
3143,fix,130,148,6,3,11.7,1,64.9,19,4,2,5,11,Ven,0
3144,refactor,107,28,4,2,7.4,0,42.6,26,3,3,4,14,Mer,0
3145,fix,79,14,3,1,7.7,1,57.9,35,12,1,2,11,Mar,0
3146,feature,77,36,2,1,8.8,0,71.0,38,10,1,9,8,Gio,0
3147,feature,320,31,7,2,5.2,1,83.3,5,1,1,3,11,Mer,1
3148,feature,68,128,3,1,6.1,0,60.8,28,5,1,1,3,Mar,0
3149,feature,29,62,3,1,9.1,0,48.0,35,11,2,3,12,Mar,0
3150,feature,280,9,6,3,7.6,1,75.4,78,16,2,4,7,Ven,0
3151,fix,39,564,12,3,5.8,1,57.4,33,7,3,3,7,Ven,0
3152,feature,137,164,6,2,16.6,1,63.5,16,6,1,6,10,Lun,0
3153,fix,11,7,1,2,3.9,1,62.3,27,9,1,4,9,Gio,0
3154,fix,28,16,3,1,6.1,1,48.2,9,3,2,3,23,Lun,0
3155,refactor,41,10,3,2,3.1,0,66.0,12,2,1,0,12,Gio,0
3156,feature,318,4,5,1,2.8,0,81.7,55,12,1,4,11,Ven,1
3157,feature,42,126,4,2,8.0,0,49.9,39,9,1,6,11,Lun,0
3158,feature,262,19,7,2,5.1,0,67.6,31,8,2,4,17,Mar,0
3159,feature,99,5,7,2,4.9,1,80.5,57,16,1,3,10,Ven,0
3160,fix,117,18,4,2,8.3,1,77.6,45,17,1,5,16,Lun,0
3161,feature,145,7,4,1,5.7,1,52.6,51,15,1,1,16,Mer,1
3162,feature,99,15,3,2,8.4,1,57.6,33,4,1,6,19,Lun,0
3163,feature,51,21,3,1,15.1,1,46.3,8,3,2,5,17,Ven,0
3164,feature,41,32,2,2,1.7,1,74.1,36,9,2,2,11,Mar,0
3165,feature,99,47,6,3,7.8,1,74.3,13,3,2,4,8,Ven,0
3166,fix,247,97,6,3,3.6,0,60.3,12,4,2,1,15,Mer,1
3167,feature,20,24,2,2,14.7,1,53.8,11,6,3,3,11,Lun,0
3168,fix,258,53,7,2,8.5,0,20.3,30,2,1,7,19,Mer,0
3169,feature,88,53,2,1,8.2,1,86.4,59,16,1,2,9,Gio,0
3170,feature,65,14,3,2,17.4,0,67.6,34,14,1,4,12,Mar,1
3171,fix,42,69,3,1,12.5,0,82.0,102,25,3,2,7,Mer,0
3172,fix,53,10,3,2,8.6,1,33.9,25,5,1,3,16,Gio,0
3173,refactor,53,180,9,2,9.5,1,42.0,15,5,1,3,11,Gio,0
3174,feature,39,46,2,2,11.5,0,64.6,12,5,1,4,22,Mar,0
3175,refactor,25,24,4,1,15.9,1,78.6,10,1,2,6,10,Mer,0
3176,fix,408,136,10,3,7.1,1,87.1,52,14,2,2,8,Mer,0
3177,fix,112,29,5,1,6.0,1,80.4,6,0,3,4,18,Ven,0
3178,feature,1,7,2,1,7.9,0,84.6,37,9,1,1,15,Lun,0
3179,fix,100,46,3,2,6.0,1,50.6,10,2,1,8,11,Lun,0
3180,refactor,47,21,2,1,4.8,0,38.2,15,4,1,2,9,Mer,0
3181,refactor,138,98,8,3,19.0,1,66.2,53,12,2,3,13,Mar,0
3182,refactor,72,104,5,2,7.5,1,86.4,24,5,2,3,15,Lun,0
3183,feature,31,100,4,2,10.0,1,48.3,76,23,1,3,11,Ven,0
3184,fix,28,10,2,2,11.7,1,96.3,12,2,3,3,12,Mar,0
3185,feature,72,9,3,2,12.2,0,47.5,26,4,1,5,9,Mer,0
3186,feature,677,15,15,3,26.9,1,49.0,26,5,1,3,12,Gio,0
3187,refactor,23,80,5,2,7.0,0,65.9,30,7,1,3,16,Ven,0
3188,feature,161,16,6,2,14.6,1,64.1,20,6,1,8,17,Mar,0
3189,fix,408,7,9,2,6.2,1,16.0,25,4,1,1,19,Lun,0
3190,feature,94,35,5,1,8.1,0,66.2,42,12,3,2,16,Mer,0
3191,refactor,560,69,12,4,12.6,1,72.2,25,6,0,0,13,Lun,0
3192,fix,114,9,3,1,22.0,1,63.5,45,22,3,3,11,Ven,0
3193,feature,35,48,2,2,5.7,1,83.1,35,11,1,4,15,Ven,0
3194,fix,15,27,2,1,7.0,1,42.5,17,3,3,3,14,Mar,0
3195,feature,128,34,3,1,11.5,0,83.9,12,3,2,3,12,Lun,0
3196,fix,37,63,3,2,9.9,0,70.9,30,12,1,5,13,Mer,0
3197,feature,64,11,2,2,5.3,0,55.8,24,5,1,2,19,Lun,0
3198,feature,50,44,2,2,5.8,0,48.3,13,0,2,5,16,Mer,0
3199,feature,77,167,5,2,1.5,1,58.7,49,18,0,1,18,Lun,0
3200,refactor,29,12,3,1,3.5,1,38.8,15,4,2,5,14,Ven,0
3201,feature,183,13,6,2,19.8,0,77.5,5,2,1,6,10,Mar,0
3202,refactor,14,24,3,1,11.2,0,50.6,38,7,3,2,2,Mer,0
3203,fix,17,12,1,2,6.4,1,68.9,22,3,1,3,18,Mar,0
3204,fix,241,10,7,2,22.6,1,77.6,54,18,1,9,15,Gio,0
3205,refactor,26,6,4,1,8.9,1,68.3,21,7,1,4,12,Lun,0
3206,feature,646,88,14,3,3.1,1,85.4,15,3,0,1,12,Ven,0
3207,fix,100,28,2,1,4.2,0,53.0,62,18,2,6,9,Gio,0
3208,feature,97,32,3,1,4.4,1,62.8,150,44,0,0,9,Mer,0
3209,refactor,174,70,9,2,18.8,1,45.6,36,13,2,4,15,Mar,0
3210,fix,389,35,9,3,21.3,0,88.3,8,0,1,3,13,Gio,1
3211,feature,1060,65,20,5,3.4,1,56.5,30,8,1,6,10,Gio,0
3212,refactor,182,197,9,2,20.5,1,66.0,49,7,0,0,23,Ven,0
3213,feature,69,13,2,1,7.9,0,55.7,11,5,1,7,15,Mar,0
3214,fix,12,72,3,2,15.6,1,37.4,21,4,2,1,12,Mar,1
3215,refactor,1692,23,31,7,11.1,0,48.0,25,4,2,4,16,Mar,1
3216,refactor,190,11,4,2,13.0,0,76.0,49,7,1,4,14,Mer,0
3217,feature,132,23,7,3,6.2,0,56.0,22,3,1,4,18,Ven,0
3218,feature,27,58,4,2,9.1,0,73.2,13,2,1,5,10,Ven,0
3219,feature,52,152,3,2,9.0,1,67.4,8,0,1,6,11,Mer,0
3220,feature,47,33,2,1,7.5,1,57.3,101,26,2,4,9,Ven,0
3221,feature,64,5,2,2,6.0,1,69.4,10,3,1,1,18,Lun,0
3222,feature,11,14,1,1,7.2,0,74.9,44,4,2,4,11,Gio,0
3223,fix,143,78,6,2,8.2,1,59.7,27,5,2,7,10,Mar,0
3224,fix,56,176,9,3,3.3,0,61.7,41,10,3,6,16,Ven,0
3225,feature,15,40,1,1,12.0,0,65.7,7,0,1,4,10,Mer,0
3226,feature,90,54,3,1,5.2,1,73.4,55,15,2,9,15,Mer,0
3227,fix,36,599,11,3,25.0,1,52.5,22,7,1,8,22,Mar,0
3228,fix,228,10,7,3,7.5,0,85.9,3,1,1,4,16,Mer,0
3229,feature,63,66,3,2,4.7,0,42.2,37,10,2,5,23,Mar,0
3230,feature,22,14,3,2,11.5,1,76.5,15,2,1,4,13,Lun,0
3231,feature,10,15,2,1,9.1,0,77.5,31,9,1,6,12,Gio,0
3232,feature,72,16,2,1,7.6,1,57.7,114,29,1,3,14,Mar,0
3233,feature,39,30,2,2,3.9,0,96.2,24,6,3,1,21,Gio,0
3234,feature,30,13,1,1,6.7,1,54.2,10,2,2,4,10,Mer,0
3235,feature,32,16,2,2,9.3,0,59.0,11,1,2,3,8,Lun,0
3236,feature,231,12,4,1,11.3,1,55.4,18,4,2,6,10,Lun,0
3237,feature,285,642,19,4,3.6,1,24.1,19,6,1,2,19,Lun,0
3238,feature,9,118,3,1,6.7,1,72.1,28,7,1,3,18,Gio,0
3239,feature,86,114,5,2,8.6,1,69.3,37,12,1,4,12,Mar,0
3240,fix,74,61,3,2,8.2,1,50.3,8,3,1,7,16,Mar,0
3241,feature,29,56,3,2,20.5,0,70.9,26,8,1,5,16,Lun,0
3242,fix,142,118,4,1,4.3,1,83.0,59,15,1,3,16,Mar,0
3243,feature,86,121,6,3,9.1,1,93.9,57,24,1,3,15,Mer,0
3244,feature,164,11,3,2,13.6,1,68.3,30,8,1,2,12,Mar,0
3245,fix,85,9,2,2,5.8,0,85.5,22,8,1,3,12,Gio,0
3246,feature,111,104,8,2,7.1,1,84.2,51,16,2,3,20,Mer,0
3247,fix,491,35,13,4,2.5,0,66.7,10,3,1,4,20,Lun,1
3248,feature,280,40,6,3,6.4,1,50.5,28,10,2,1,12,Ven,0
3249,feature,106,73,5,2,10.3,1,42.6,16,5,3,3,12,Gio,0
3250,feature,150,84,5,2,17.8,0,62.9,48,12,1,4,16,Ven,0
3251,refactor,1035,4,19,5,21.7,0,50.7,11,6,2,5,16,Lun,1
3252,feature,204,210,9,3,4.9,1,89.2,17,5,1,6,12,Ven,0
3253,refactor,14,9,3,1,2.4,0,57.5,10,1,1,2,16,Lun,0
3254,refactor,8,14,1,1,10.3,0,67.1,43,9,1,2,10,Ven,0
3255,fix,83,5,2,1,7.4,1,81.2,26,3,2,4,14,Gio,0
3256,feature,27,21,2,2,10.4,1,45.4,26,4,3,3,18,Lun,1
3257,feature,73,8,2,2,3.7,0,56.9,35,9,2,3,18,Gio,0
3258,refactor,81,33,5,2,13.0,0,87.0,83,19,2,5,19,Mar,0
3259,feature,1219,66,24,5,14.0,0,40.0,26,6,1,8,15,Lun,1
3260,fix,42,47,1,2,1.9,1,89.8,46,7,1,2,17,Mer,0
3261,feature,496,51,10,3,11.7,1,66.4,32,9,1,4,10,Ven,0
3262,feature,152,34,4,2,2.5,0,74.1,61,10,2,2,15,Ven,0
3263,refactor,16,189,6,3,6.2,0,73.6,67,12,1,5,11,Mer,0
3264,feature,52,40,5,1,4.0,0,35.2,8,0,2,4,16,Mer,0
3265,feature,336,24,8,2,2.7,1,70.9,8,1,2,3,11,Mar,0
3266,fix,197,15,4,2,11.8,1,58.7,30,4,1,2,14,Gio,0
3267,fix,66,100,4,2,8.0,0,54.7,147,37,1,0,16,Mer,0
3268,feature,35,115,2,1,8.2,0,47.7,42,6,0,0,9,Lun,0
3269,feature,87,24,4,2,6.5,0,81.0,3,1,1,3,14,Ven,0
3270,feature,51,15,1,2,10.6,0,65.9,31,7,1,5,15,Ven,0
3271,refactor,63,143,3,1,12.5,1,59.8,9,2,2,3,7,Mar,0
3272,refactor,9,25,3,1,12.4,0,72.4,57,10,3,3,21,Ven,0
3273,feature,493,5,9,3,15.8,0,57.9,29,8,1,3,9,Gio,1
3274,feature,108,32,3,1,2.1,1,69.7,30,6,1,3,10,Gio,0
3275,feature,16,17,3,1,3.8,0,49.6,33,8,3,4,10,Mer,0
3276,feature,562,34,13,3,6.2,1,50.1,5,1,2,4,14,Mer,0
3277,feature,12,677,13,4,13.6,0,58.4,11,3,2,7,18,Mar,1
3278,feature,96,57,3,1,14.6,0,54.8,18,2,2,3,17,Lun,0
3279,fix,47,13,2,2,5.8,1,53.9,21,2,2,3,9,Ven,0
3280,refactor,37,18,2,2,8.8,1,24.9,35,8,2,3,13,Gio,0
3281,feature,111,3,4,2,14.4,0,56.4,48,7,1,1,10,Ven,0
3282,feature,85,43,2,1,9.6,0,73.1,9,3,3,3,10,Mar,0
3283,refactor,83,89,5,1,2.9,1,33.6,5,1,1,5,10,Mar,0
3284,feature,348,11,6,3,15.1,1,26.3,28,4,1,3,18,Mer,0
3285,fix,74,44,2,1,2.5,1,61.7,3,0,1,3,10,Ven,0
3286,feature,94,25,4,1,4.8,1,79.8,3,2,0,1,19,Mar,0
3287,refactor,44,123,4,1,14.2,1,80.8,37,10,2,3,17,Ven,0
3288,feature,87,19,3,2,5.5,1,43.5,49,14,2,3,15,Mar,0
3289,feature,86,1,2,2,15.1,1,36.8,26,3,1,2,10,Lun,0
3290,feature,231,10,6,2,8.1,1,81.1,34,13,1,7,14,Lun,0
3291,fix,104,541,13,3,4.1,0,79.9,41,17,1,7,16,Mer,1
3292,refactor,14,7,2,1,9.3,1,55.2,32,6,1,6,14,Gio,0
3293,refactor,129,2,2,1,10.7,0,67.7,11,1,1,3,16,Gio,0
3294,feature,50,15,1,2,8.2,1,56.2,8,2,3,5,12,Gio,0
3295,fix,378,12,8,2,7.7,1,51.6,5,1,1,4,17,Gio,0
3296,feature,179,19,7,3,3.4,1,94.2,34,6,0,1,21,Ven,0
3297,refactor,148,37,4,1,5.8,0,59.6,9,0,1,4,8,Lun,0
3298,fix,157,36,4,1,1.5,0,62.7,36,13,1,7,12,Ven,0
3299,feature,86,50,4,2,8.8,1,79.0,32,6,1,8,19,Lun,0
3300,fix,184,101,6,2,10.6,1,69.4,14,3,1,4,11,Mar,0
3301,refactor,45,8,3,1,9.5,0,55.3,58,18,1,7,17,Gio,0
3302,refactor,140,24,4,1,13.5,1,75.0,93,22,1,7,16,Ven,0
3303,refactor,464,40,11,3,3.1,0,73.6,26,10,0,1,8,Lun,0
3304,feature,851,22,18,5,8.6,0,58.8,39,12,2,9,15,Mar,0
3305,feature,53,13,1,1,16.4,0,82.6,18,4,2,3,12,Lun,0
3306,feature,48,4,1,2,7.4,0,44.1,43,9,2,5,15,Mar,0
3307,refactor,91,166,7,3,6.2,1,62.8,29,10,1,2,12,Gio,0
3308,feature,138,168,6,3,7.5,0,83.2,54,17,1,2,11,Gio,0
3309,feature,16,33,4,1,8.5,1,43.6,15,5,2,6,9,Ven,0
3310,feature,91,37,4,1,18.3,0,74.4,3,2,2,3,15,Mer,0
3311,fix,46,11,4,1,15.5,1,85.6,57,13,1,4,14,Lun,0
3312,refactor,14,132,3,2,11.8,1,34.6,7,0,1,2,17,Gio,1
3313,feature,30,74,3,2,16.0,1,84.0,3,0,1,4,16,Mar,0
3314,fix,190,238,7,2,3.5,1,79.0,8,1,1,2,14,Mer,0
3315,feature,97,33,3,2,21.7,0,91.2,31,9,1,5,10,Mar,0
3316,feature,66,20,2,1,7.2,0,64.5,21,5,1,2,18,Ven,0
3317,fix,562,12,13,4,6.9,0,60.3,15,3,1,5,10,Mer,0
3318,fix,9,85,5,2,15.7,0,33.3,51,14,2,1,7,Gio,0
3319,feature,139,17,3,1,14.6,0,78.5,51,17,2,3,17,Lun,0
3320,refactor,223,23,7,3,12.1,0,38.8,37,7,2,4,15,Gio,0
3321,fix,28,50,4,1,6.4,1,35.9,40,13,3,2,16,Mer,0
3322,feature,351,32,6,2,21.1,0,70.0,57,9,2,5,12,Mer,0
3323,refactor,297,14,6,3,8.0,0,57.1,55,10,2,3,9,Ven,0
3324,feature,66,27,4,1,4.3,1,50.3,122,26,1,0,18,Mer,0
3325,fix,28,74,3,2,8.5,0,55.6,4,2,1,3,8,Lun,0
3326,feature,280,13,7,2,13.5,0,58.0,34,8,1,4,10,Gio,0
3327,refactor,230,303,10,2,5.7,0,66.7,11,2,1,3,12,Mer,0
3328,feature,110,7,6,2,14.4,1,79.8,53,6,2,6,15,Gio,0
3329,feature,104,87,6,2,9.4,1,62.5,33,4,2,6,17,Ven,0
3330,fix,36,9,2,2,4.5,1,59.9,30,4,0,1,19,Gio,0
3331,feature,132,1,3,2,3.1,1,73.0,3,0,2,2,18,Lun,0
3332,fix,34,53,2,2,19.8,0,78.0,23,6,1,3,8,Gio,0
3333,feature,59,65,2,2,8.3,0,59.7,7,2,1,3,11,Ven,0
3334,refactor,14,11,1,2,11.2,1,80.4,32,7,1,3,18,Mer,0
3335,fix,35,33,3,1,7.5,1,62.6,61,20,1,2,15,Lun,0
3336,feature,39,24,4,2,11.3,1,39.3,19,1,1,3,19,Gio,0
3337,refactor,199,17,5,1,7.0,1,63.2,30,6,2,5,13,Ven,0
3338,feature,122,10,4,2,12.2,0,76.0,19,6,2,3,13,Mer,0
3339,feature,107,21,3,1,3.6,0,79.1,6,1,2,4,15,Gio,0
3340,refactor,510,26,10,3,4.3,0,23.1,39,13,1,4,8,Mer,0
3341,feature,68,227,5,1,9.2,1,67.8,46,12,2,1,14,Ven,0
3342,fix,34,3,1,2,15.1,1,63.1,31,7,1,5,15,Mar,0
3343,feature,93,12,2,2,11.0,0,52.3,29,7,1,4,12,Gio,0
3344,refactor,66,85,5,1,17.6,0,68.7,16,6,1,3,16,Gio,0
3345,refactor,22,64,3,1,5.9,1,53.6,5,1,3,3,16,Lun,0
3346,feature,52,18,3,1,3.6,1,34.4,3,1,1,1,10,Mer,0
3347,refactor,399,29,10,3,6.6,1,82.6,6,2,2,6,14,Lun,0
3348,refactor,32,10,1,2,1.5,1,57.6,14,1,3,2,19,Gio,0
3349,feature,68,22,3,1,12.8,0,46.2,22,7,2,6,8,Lun,1
3350,fix,101,92,4,1,7.2,1,48.3,57,16,2,4,13,Ven,0
3351,refactor,76,11,2,1,18.5,1,79.3,54,15,1,3,17,Mar,0
3352,refactor,74,3,5,1,12.0,0,81.7,21,9,1,5,10,Ven,0
3353,feature,68,93,3,1,18.6,0,48.6,26,4,2,5,11,Gio,0
3354,refactor,136,25,4,1,8.3,1,48.1,18,3,1,2,9,Ven,0
3355,feature,137,10,5,1,11.6,0,40.3,11,4,1,6,14,Mar,1
3356,fix,126,12,4,2,12.3,1,53.5,8,4,2,3,11,Gio,0
3357,feature,256,38,5,1,6.5,1,87.3,32,5,1,7,19,Ven,0
3358,fix,27,21,2,1,5.9,0,75.9,13,1,1,7,9,Mer,0
3359,feature,144,31,5,2,7.2,0,65.6,33,6,2,1,9,Mar,0
3360,refactor,216,9,4,1,5.3,1,76.7,70,18,2,6,10,Mer,0
3361,fix,101,22,2,2,12.8,1,47.8,28,6,1,4,11,Mar,0
3362,feature,25,32,5,1,5.3,1,57.9,26,12,1,0,11,Mer,0
3363,fix,124,39,5,2,3.4,1,58.2,64,24,0,1,10,Gio,0
3364,feature,288,122,10,3,33.0,1,58.8,22,9,3,7,11,Gio,0
3365,refactor,171,14,5,1,10.7,1,76.2,44,10,1,4,16,Mar,0
3366,feature,35,6,2,1,3.8,0,51.8,35,1,1,1,14,Mer,0
3367,feature,43,79,2,1,10.3,0,29.0,10,3,1,6,17,Ven,1
3368,refactor,149,12,5,1,17.3,0,90.9,36,8,1,1,9,Mer,0
3369,refactor,103,37,3,2,7.3,0,76.5,10,4,1,4,15,Ven,0
3370,feature,33,5,3,2,4.7,1,17.4,50,10,2,2,13,Gio,0
3371,feature,21,10,2,1,6.9,1,38.5,29,3,2,3,15,Gio,0
3372,feature,8,68,4,2,4.3,1,30.3,11,1,1,3,11,Mar,0
3373,feature,162,48,5,1,3.0,1,65.7,13,4,3,1,15,Mar,0
3374,feature,49,227,5,2,4.4,1,41.1,55,10,2,3,18,Lun,0
3375,fix,150,17,5,1,8.7,1,77.7,16,6,0,0,14,Lun,0
3376,feature,51,558,14,4,4.6,1,83.7,10,1,1,2,14,Mer,1
3377,fix,110,131,5,1,7.6,1,45.9,43,11,3,4,9,Mer,0
3378,fix,137,52,4,2,7.8,0,81.6,16,4,3,3,20,Mar,0
3379,refactor,112,23,2,2,1.7,1,62.8,150,37,1,3,15,Gio,0
3380,refactor,22,38,2,2,4.4,1,46.6,40,8,1,5,19,Mar,0
3381,feature,95,6,4,1,5.9,1,72.9,50,13,1,4,9,Mer,0
